"resort","venue_or_product","district","star","product_type","price","whats_included","hours","booking_channel","monetize","audience","honest_note","photo_url","source_url","price_source_url","accessed","price_source_type","verification_status","record_basis"
"The Laguna, a Luxury Collection Resort & Spa, Nusa Dua","Arwana Restaurant","Nusa Dua","5","resort_restaurant","[NO DATA]","Beachfront seafood and grill; public table booking","Daily 11:00–23:00","Marriott / SevenRooms","SEATED","[ИНТЕРПРЕТАЦИЯ] пары, families, luxury","[ИНТЕРПРЕТАЦИЯ] Публиковать отдельно от brunch; единой фиксированной цены нет","[NO DATA]","https://www.marriott.com/en-us/hotels/dpslc-the-laguna-a-luxury-collection-resort-and-spa-nusa-dua-bali/dining/","[NO DATA]","2026-07-19","no_data","current_official_product_no_price","ИЗВЛЕЧЕНО"
"Sofitel Bali Nusa Dua Beach Resort","Cucina Sunday Brunch","Nusa Dua","5","brunch","From IDR 888,000++ per person, food only","International brunch at Cucina, continuation at Toya Beach Bar and complimentary resort pool access; beverages extra unless package selected","Sun Cucina 11:00–15:00; Toya Beach Bar 15:00–17:00","SevenRooms / official WhatsApp +62 811 386 9354","SEATED","[ИНТЕРПРЕТАЦИЯ] couples, families, residents","[ИНТЕРПРЕТАЦИЯ] Сильный SEO-продукт по сочетанию точной стартовой цены и подтверждённого pool access; базовый тариф food-only","[NO DATA]","https://sofitelbalinusadua.com/sunday-brunch/","https://sofitelbalinusadua.com/sunday-brunch/","2026-07-19","official_hotel","current_official","ИЗВЛЕЧЕНО"
"Sofitel Bali Nusa Dua Beach Resort","Cucina Restaurant","Nusa Dua","5","resort_restaurant","[NO DATA]","Italian-Mediterranean restaurant with official reservation","Daily dinner 17:00–22:30; Sunday brunch 11:00–17:00","Official Accor / hotel reservation","SEATED","[ИНТЕРПРЕТАЦИЯ] пары, families, luxury","[ИНТЕРПРЕТАЦИЯ] Ресторан подтверждён, но фиксированный публичный чек не опубликован","[NO DATA]","https://all.accor.com/hotel/9078/index.en.shtml","[NO DATA]","2026-07-19","no_data","current_official_product_no_price","ИЗВЛЕЧЕНО"
"Sofitel Bali Nusa Dua Beach Resort","DayPass Experience","Nusa Dua","5","day_pass","[NO DATA]","DayPass page lists pools including children’s pool, beach, gym, towels, loungers, locker/changing room/shower, Wi-Fi, parking and volleyball","[NO DATA]","DayPass app only","COVERAGE","[ИНТЕРПРЕТАЦИЯ] families, couples","[ИНТЕРПРЕТАЦИЯ] Aggregator channel занят; listing сейчас показывает Unavailable и скрывает цену/часы, поэтому старые from-prices не публиковать","[NO DATA]","https://book.daypassapp.com/indonesia/nusa-dua/sofitel-nusa-dua-beach-resort","[NO DATA]","2026-07-19","no_data_aggregator_unavailable","current_listing_unavailable","ИЗВЛЕЧЕНО"
"The Westin Resort Nusa Dua, Bali","Prego Monthly Brunch","Nusa Dua","5","brunch","From IDR 690,000++ adult; under 6 free","Monthly Italian family brunch; selected non-alcoholic beverage inclusion should be reconfirmed","Last Sun of each month; hours [NO DATA]","Official Prego website / direct reservation","SEATED","[ИНТЕРПРЕТАЦИЯ] families, residents","[ИНТЕРПРЕТАЦИЯ] Не еженедельный brunch; календарь месяца обязательно проверить","[NO DATA]","https://www.pregobali.com/","https://www.pregobali.com/","2026-07-19","official_venue","current_official","ИЗВЛЕЧЕНО"
"The Westin Resort Nusa Dua, Bali","Ultimate Dine & Dive Indulgence","Nusa Dua","5","day_pass","From IDR 968,000","DayPass booking page lists resort amenities; product-specific allocation/inclusions require checkout confirmation","Daily 07:00–19:00","DayPass app","COVERAGE","[ИНТЕРПРЕТАЦИЯ] families, couples","[ИНТЕРПРЕТАЦИЯ] Агрегаторный канал уже занят; уточнить, какие общие amenities относятся именно к этому тарифу","[NO DATA]","https://book.daypassapp.com/indonesia/nusa-dua/westin-nusa-dua","https://book.daypassapp.com/indonesia/nusa-dua/westin-nusa-dua","2026-07-19","aggregator","current_aggregator_call_to_confirm","ИЗВЛЕЧЕНО; состав требует проверки"
"The Westin Resort Nusa Dua, Bali","Ikan Restaurant","Nusa Dua","5","resort_restaurant","[NO DATA]","Beachfront Indonesian and international dining; official table booking","Daily 11:00–01:00","Marriott ‘Find a Table’","SEATED","[ИНТЕРПРЕТАЦИЯ] families, couples","[ИНТЕРПРЕТАЦИЯ] Сильная пляжная посадка, но без фиксированного опубликованного чека","[NO DATA]","https://www.marriott.com/en-us/hotels/dpswi-the-westin-resort-nusa-dua-bali/dining/","[NO DATA]","2026-07-19","no_data","current_official_product_no_price","ИЗВЛЕЧЕНО"
"The Mulia Bali","Soleil Sunday Brunch","Nusa Dua","5","brunch","IDR 889,000++ non-alcohol; IDR 1,499,000++ with alcohol; child 6–11 IDR 482,790 net; under 6 free","Buffet/appetizers/desserts, live grill, seafood and à la carte service","Sun 11:00–15:00","Official hotel booking / phone / WhatsApp","SEATED","[ИНТЕРПРЕТАЦИЯ] luxury, couples, families","[ИНТЕРПРЕТАЦИЯ] Продукт подтверждён официально, но цена только из secondary 2026: обязательно подтвердить до публикации","[NO DATA]","https://www.themulia.com/bali/bali-dining-offers/sunday-brunch","https://wanderlustyle.com/soleil-sunday-brunch-mulia/","2026-07-19","secondary_blog","secondary_current_call_required","ИЗВЛЕЧЕНО; цена из вторичного источника"
"The Mulia Bali","Soleil Restaurant","Nusa Dua","5","resort_restaurant","[NO DATA]","Mediterranean and Pan-Asian beachfront restaurant; official reservation","[NO DATA]","Official hotel website / phone / WhatsApp","SEATED","[ИНТЕРПРЕТАЦИЯ] luxury, couples","[ИНТЕРПРЕТАЦИЯ] Сильный signature-ресторан, но единая фиксированная цена не опубликована","[NO DATA]","https://www.themulia.com/bali/bali-outlets/soleil","[NO DATA]","2026-07-19","no_data","current_official_product_no_price","ИЗВЛЕЧЕНО"
"Grand Hyatt Bali","Pasar Senggol","Nusa Dua","5","resort_restaurant","IDR 895,000++ adult; children under 12 receive 50% off","Balinese seafood grill/buffet and cultural performance","Tue, Thu, Sat 18:00–22:00","Official Hyatt reservation","SEATED","[ИНТЕРПРЕТАЦИЯ] families, culture-seekers, luxury","[ИНТЕРПРЕТАЦИЯ] Не Sunday brunch, а регулярный cultural-dinner product; хорош для SEO по Balinese dinner show","[NO DATA]","https://www.hyatt.com/grand-hyatt/en-US/balgh-grand-hyatt-bali/dining/pasar-senggol","https://www.hyatt.com/grand-hyatt/en-US/balgh-grand-hyatt-bali/dining/pasar-senggol","2026-07-19","official_hotel","current_official","ИЗВЛЕЧЕНО"
"The Ritz-Carlton, Bali","Bejana","Nusa Dua","5","resort_restaurant","[NO DATA]","Signature Indonesian restaurant; official table reservation","Dinner hours shown in official dining directory; verify on booking date","Marriott ‘Find a Table’","SEATED","[ИНТЕРПРЕТАЦИЯ] couples, honeymoon, luxury","[ИНТЕРПРЕТАЦИЯ] Квалифицируется как signature; точный сет/чек требует меню или звонка","[NO DATA]","https://www.marriott.com/en-us/hotels/dpssw-the-ritz-carlton-bali/dining/","[NO DATA]","2026-07-19","no_data","current_official_product_no_price","ИЗВЛЕЧЕНО"
"Hilton Bali Resort","Paon Bali Balinese BBQ Buffet","Nusa Dua","5","resort_restaurant","From IDR 625,000++ per person","Balinese BBQ buffet and live stations; reserve at least 24h ahead","Tue & Fri 18:00–22:00","SevenRooms via official Hilton page","SEATED","[ИНТЕРПРЕТАЦИЯ] families, culture-seekers, luxury","[ИНТЕРПРЕТАЦИЯ] Понятная тематическая цена; не Sunday brunch","[NO DATA]","https://www.hilton.com/en/hotels/dpsbahi-hilton-bali-resort/dining/paon-bali/","https://www.hilton.com/en/hotels/dpsbahi-hilton-bali-resort/dining/paon-bali/","2026-07-19","official_hotel","current_official","ИЗВЛЕЧЕНО"
"Hilton Bali Resort","HamaSei","Nusa Dua","5","resort_restaurant","[NO DATA]","Japanese dining; official dining contact/reservation","Daily 17:00–22:00","Official Hilton dining team","SEATED","[ИНТЕРПРЕТАЦИЯ] couples, families, luxury","[ИНТЕРПРЕТАЦИЯ] Актуальный ресторан подтверждён, но фиксированный чек не извлечён","[NO DATA]","https://www.hilton.com/en/hotels/dpsbahi-hilton-bali-resort/dining/hamasei/","[NO DATA]","2026-07-19","no_data","current_official_product_no_price","ИЗВЛЕЧЕНО"
"MERUSAKA Nusa Dua","Homaya BBQ Cultural Night","Nusa Dua","5","resort_restaurant","IDR 475,000 net adult; IDR 225,000 net child 11 and under","Indonesian/Balinese BBQ feast plus Kecak performance","Thu from 19:00","Official hotel; +62 361 2002900","SEATED","[ИНТЕРПРЕТАЦИЯ] families, culture-seekers","[ИНТЕРПРЕТАЦИЯ] Чёткая цена и культурная программа; сильный long-tail SEO","[NO DATA]","https://merusaka.com/bali-travel-insider/best-cultural-dinner-in-nusa-dua/","https://merusaka.com/bali-travel-insider/best-cultural-dinner-in-nusa-dua/","2026-07-19","official_hotel","current_official","ИЗВЛЕЧЕНО"
"MERUSAKA Nusa Dua","Seafood Market BBQ","Nusa Dua","5","resort_restaurant","IDR 499,000 net per person","Beachfront seafood market/grill, live band and one Bintang/house wine/cocktail","Fri 17:30–21:00","Official hotel; +62 361 2002900","SEATED","[ИНТЕРПРЕТАЦИЯ] couples, families, residents","[ИНТЕРПРЕТАЦИЯ] Понятная net-цена и напиток включён; не brunch","[NO DATA]","https://merusaka.com/bali-travel-insider/best-cultural-dinner-in-nusa-dua/","https://merusaka.com/bali-travel-insider/best-cultural-dinner-in-nusa-dua/","2026-07-19","official_hotel","current_official","ИЗВЛЕЧЕНО"
"Nusa Dua Beach Hotel & Spa – Handwritten Collection","Joyful Serenity Beach & Pool Day Pass","Nusa Dua","5","day_pass","IDR 450,000 net per person/day; child 6–12 50% off","IDR 300,000 F&B credit, ice cream, pool/beach/Wi-Fi, 25% spa discount and IDR 150,000 spa/recreation credit","Daily 07:00–19:00","Official hotel; advance booking","COVERAGE","[ИНТЕРПРЕТАЦИЯ] domestic residents, families","[ИНТЕРПРЕТАЦИЯ] Только domestic residents/KITAS; иностранным туристам без KITAS не обещать доступ","[NO DATA]","https://www.nusaduahotel.com/special-offers/joyful-serenity/","https://www.nusaduahotel.com/special-offers/joyful-serenity/","2026-07-19","official_hotel","current_official_restricted","ИЗВЛЕЧЕНО"
"Nusa Dua Beach Hotel & Spa – Handwritten Collection","Tamarind Mediterranean Restaurant","Nusa Dua","5","resort_restaurant","[NO DATA]","Mediterranean resort restaurant; operating venue","Daily approximately 12:00–22:30; reconfirm","Official hotel contact","SEATED","[ИНТЕРПРЕТАЦИЯ] couples, families","[ИНТЕРПРЕТАЦИЯ] Non-guest booking language and price are not explicit; call before listing as commission-ready","[NO DATA]","https://www.nusaduahotel.com/facilities-category/dining/","[NO DATA]","2026-07-19","no_data","call_required_non_guest_access","ИЗВЛЕЧЕНО; доступ требует проверки"
"Samabe Bali Suites & Villas","A Day at Beach Cabanas","Nusa Dua","5","day_pass","IDR 6,000,000 per couple; extra adult IDR 3,000,000","Private cabana with tub, hammock and loungers; wine, 3-course lunch, afternoon tea for two, two 30-min foot massages, beach facilities and non-motorized water sports","Daily/by request 11:00–16:00","Official hotel website / phone","COVERAGE","[ИНТЕРПРЕТАЦИЯ] couples, honeymoon, luxury","[ИНТЕРПРЕТАЦИЯ] Это premium cabana day-use, а не простой pool pass; очень высокий чек","[NO DATA]","https://www.samabe.com/en/restaurant/silent-west-beach-cabana.php","https://www.samabe.com/en/restaurant/silent-west-beach-cabana.php","2026-07-19","official_hotel","current_official","ИЗВЛЕЧЕНО"
"Samabe Bali Suites & Villas","Crystal Blue Ocean Grill","Nusa Dua","5","resort_restaurant","[NO DATA]","Premium meat and seafood; smart casual; 51 outdoor seats","Daily 12:00–22:00","Official hotel contact","SEATED","[ИНТЕРПРЕТАЦИЯ] couples, honeymoon, luxury","[ИНТЕРПРЕТАЦИЯ] Non-guest access not explicit; cabana product подтверждён лучше","[NO DATA]","https://www.samabe.com/en/restaurant/","[NO DATA]","2026-07-19","no_data","call_required_non_guest_access","ИЗВЛЕЧЕНО; доступ требует проверки"
"The Bale Nusa Dua","Faces Restaurant","Nusa Dua","5","resort_restaurant","[NO DATA]","Fine dining; reservation form explicitly accepts guests not staying at the property; resort is adults-only 16+","Breakfast 07:00–10:30; lunch 12:00–15:30; dinner 17:00–22:30","Official online reservation form","SEATED","[ИНТЕРПРЕТАЦИЯ] couples, honeymoon, adults-only luxury","[ИНТЕРПРЕТАЦИЯ] Хорошо подтверждён non-guest access; formal 5-star classification стоит отдельно перепроверить для сертификационной точности","[NO DATA]","https://jp.thebale.com/fine-dining-restaurant/reservation/","[NO DATA]","2026-07-19","no_data","current_official_non_guest_access","ИЗВЛЕЧЕНО"
"Renaissance Bali Nusa Dua Resort","Steaksmith","Nusa Dua","5","resort_restaurant","[NO DATA]","Steakhouse; official ‘Book a Table’","Daily 18:00–22:30","Official Marriott / WhatsApp +62 811 3820 5490","SEATED","[ИНТЕРПРЕТАЦИЯ] couples, business diners, luxury","[ИНТЕРПРЕТАЦИЯ] Public booking подтверждён, единый фиксированный чек нет","[NO DATA]","https://www.marriott.com/en-us/dining/restaurant-bar/dpsnd-renaissance-bali-nusa-dua-resort/7155621-steaksmith-restaurant.mi","[NO DATA]","2026-07-19","no_data","current_official_product_no_price","ИЗВЛЕЧЕНО"
"Amarterra Villas Resort Bali Nusa Dua, Autograph Collection","Maja Restaurant","Nusa Dua","5","resort_restaurant","[NO DATA]","Asian-fusion dining and custom/themed dining; official table booking","Daily 06:30–23:00","Marriott ‘Book a Table’ / +62 361 776400","SEATED","[ИНТЕРПРЕТАЦИЯ] couples, honeymoon, luxury","[ИНТЕРПРЕТАЦИЯ] Доступ через официальную бронь; фиксированной цены нет","[NO DATA]","https://www.marriott.com/en-us/hotels/dpsav-amarterra-villas-resort-bali-nusa-dua-autograph-collection/dining/","[NO DATA]","2026-07-19","no_data","current_official_product_no_price","ИЗВЛЕЧЕНО"
"Paradisus by Meliá Bali","Tokimeku","Nusa Dua","5","resort_restaurant","[NO DATA]","Japanese sushi, robatayaki and ramen; official reservation CTA","[NO DATA]","Official Meliá ‘Book’; +62 361 771510","SEATED","[ИНТЕРПРЕТАЦИЯ] couples, families, luxury all-inclusive","[ИНТЕРПРЕТАЦИЯ] Новый бренд после открытия в феврале 2026; не дублировать как Meliá Bali; non-guest policy требует подтверждения","[NO DATA]","https://www.melia.com/en/hotels/indonesia/bali/hotel-bali-5701/restaurants","[NO DATA]","2026-07-19","no_data","call_required_non_guest_access","ИЗВЛЕЧЕНО; доступ требует проверки"
"Ayodya Resort Bali","GENJI","Nusa Dua","5","resort_restaurant","[NO DATA]","Japanese signature venue; official Reserve CTA","Daily 17:00–22:00","Official hotel reservation","SEATED","[ИНТЕРПРЕТАЦИЯ] couples, families","[ИНТЕРПРЕТАЦИЯ] Цена отсутствует; подтвердить допуск non-residents","[NO DATA]","https://ayodyaresortbali.com/dining/genji/","[NO DATA]","2026-07-19","no_data","call_required_non_guest_access","ИЗВЛЕЧЕНО; доступ требует проверки"
"Courtyard Bali Nusa Dua Resort","Dapur Santai","Nusa Dua","5","resort_restaurant","[NO DATA]","Pool-island casual restaurant; official venue listing","Daily 10:30–22:00","Marriott direct / MoMo Cafe table booking","SEATED","[ИНТЕРПРЕТАЦИЯ] families, casual resort diners","[ИНТЕРПРЕТАЦИЯ] Погранично: casual, а не signature/fine dining; включать только при широкой редакционной трактовке","[NO DATA]","https://www.marriott.com/en-us/hotels/dpscy-courtyard-bali-nusa-dua-resort/dining/","[NO DATA]","2026-07-19","no_data","borderline_call_required","ИЗВЛЕЧЕНО; квалификация интерпретирована"
"Novotel Bali Nusa Dua Hotel & Residences","Beach Club Restaurant","Nusa Dua","5","resort_restaurant","[NO DATA]","Western/Asian light meals; 30 seats; beach-club setting","Club 09:00–20:00; food 12:00–17:30","WhatsApp +62 821 4773 7201","SEATED","[ИНТЕРПРЕТАЦИЯ] families, casual beach diners","[ИНТЕРПРЕТАЦИЯ] Официальная страница не рекламирует day pass; не переносить ресторанную бронь на доступ к бассейну/пляжу","[NO DATA]","https://www.novotelnusaduabali.com/gallery/beach-club","[NO DATA]","2026-07-19","no_data","borderline_restaurant_only","ИЗВЛЕЧЕНО"
"VOUK Hotel & Suites","New Bangle","Nusa Dua","5","resort_restaurant","[NO DATA]","North and South Indian restaurant; official enquiry","[NO DATA]","Official hotel enquiry; +62 361 8465750","SEATED","[ИНТЕРПРЕТАЦИЯ] Indian-cuisine audience, families","[ИНТЕРПРЕТАЦИЯ] Сайт содержит подозрительные footer-ссылки; обязательно проверить по телефону","[NO DATA]","https://voukbali.com/dining_/","[NO DATA]","2026-07-19","no_data","call_required_site_quality_issue","ИЗВЛЕЧЕНО; доступ требует проверки"
"Kayumanis Nusa Dua Private Villa & Spa","Tetaring Restaurant","Nusa Dua","5","resort_restaurant","[NO DATA]","Signature Indonesian cuisine; dinner reservations recommended","[NO DATA]","Official hotel; +62 361 770777","SEATED","[ИНТЕРПРЕТАЦИЯ] couples, honeymoon, luxury","[ИНТЕРПРЕТАЦИЯ] Current exact hours, price and non-guest policy require confirmation","[NO DATA]","https://www.kayumanisnusadua.com/restaurant/tetaring-restaurant","[NO DATA]","2026-07-19","no_data","call_required_non_guest_access","ИЗВЛЕЧЕНО; доступ требует проверки"
"REVĪVŌ Wellness Resort","NŪTRIŌ","Nusa Dua","5","resort_restaurant","[NO DATA]","Seasonal organic plant-forward restaurant; vegan, vegetarian and gluten-free focus","[NO DATA]","WhatsApp +62 823 3388 8144","SEATED","[ИНТЕРПРЕТАЦИЯ] wellness travellers, vegans, luxury","[ИНТЕРПРЕТАЦИЯ] Сильная ниша, но внешняя публичная посадка и часы не подтверждены","[NO DATA]","https://www.revivoresorts.com/nutrio-restaurant/","[NO DATA]","2026-07-19","no_data","call_required_non_guest_access","ИЗВЛЕЧЕНО; доступ требует проверки"
"Ulu Segara Luxury Suites & Villas","Ulu Segara Restaurant & Bar","Nusa Dua","5","resort_restaurant","[NO DATA]","Ocean-view resort dining; official enquiry","[NO DATA]","Phone +62 361 8468188 / WhatsApp +62 811 3970 0333","SEATED","[ИНТЕРПРЕТАЦИЯ] couples, honeymoon","[ИНТЕРПРЕТАЦИЯ] Formal star classification, hours, price and external booking all require verification","[NO DATA]","https://ulusegara.com/experiences/","[NO DATA]","2026-07-19","no_data","call_required_multiple_fields","ИЗВЛЕЧЕНО; несколько полей требуют проверки"
"Bali Nusa Dua Hotel","Kunyit Restaurant","Nusa Dua","5","resort_restaurant","[NO DATA]","Balinese cuisine and pool view; current hotel site","[NO DATA]","Official hotel; +62 361 8498833","SEATED","[ИНТЕРПРЕТАЦИЯ] business travellers, families","[ИНТЕРПРЕТАЦИЯ] Игнорировать старые promotions 2020; текущие часы, цена и non-guest policy требуют звонка","[NO DATA]","https://balinusaduahotel.com/dining/","[NO DATA]","2026-07-19","no_data","call_required_multiple_fields","ИЗВЛЕЧЕНО; несколько полей требуют проверки"
"The Mulia Bali","Table8","Nusa Dua","5","resort_restaurant","[NO DATA]","Cantonese/Chinese dining; lunch buffet Friday–Sunday","Lunch 12:00–14:30; dinner 18:00–22:30","EatApp / official hotel","SEATED","[ИНТЕРПРЕТАЦИЯ] families, groups, luxury","[ИНТЕРПРЕТАЦИЯ] Public booking подтверждён; фиксированная цена текущего buffet/menu не опубликована","[NO DATA]","https://www.themulia.com/bali/bali-outlets/table8","[NO DATA]","2026-07-19","no_data","current_official_product_no_price","ИЗВЛЕЧЕНО"
"The Mulia Bali","Edogin","Nusa Dua","5","resort_restaurant","[NO DATA]","Japanese fine dining and teppanyaki","Daily 18:00–22:30","EatApp / official hotel","SEATED","[ИНТЕРПРЕТАЦИЯ] couples, groups, luxury","[ИНТЕРПРЕТАЦИЯ] Signature venue подтверждён, точная фиксированная цена отсутствует","[NO DATA]","https://www.themulia.com/bali/bali-outlets/edogin","[NO DATA]","2026-07-19","no_data","current_official_product_no_price","ИЗВЛЕЧЕНО"
