canonical_intent_id,canonical_name,surface,surface_evidence,existing_key,projection_type,blocking_reason,auto_decision_reason,created_at,generator,source_version
OB-CAN-0012,Choose a special-occasion / birthday dinner,PLACES_FILTER,lib/intents.ts,special-occasion,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'special-occasion' already exists in lib/intents.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0013,Find a dinner spot without loud music,PLACES_FILTER,,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0014,Find a fine-dining tasting-menu experience,PLACES_FILTER,lib/collections.ts,worth-the-splurge,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'worth-the-splurge' already exists in lib/collections.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0015,Eat after midnight in Canggu,PLACES_FILTER,app/bali/[district]/[intent]/page.tsx,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0016,Find a really good specialty coffee shop,PLACES_FILTER,,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0017,Find quiet cafe suitable for Zoom / video calls,PLACES_FILTER,lib/moments.ts,work-session,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'work-session' already exists in lib/moments.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0018,Find laptop-friendly cafe with power outlets and fast Wi-Fi,PLACES_FILTER,lib/moments.ts,work-session,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'work-session' already exists in lib/moments.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0019,"Buy a coworking day pass (drop-in, no membership)",PLACES_FILTER,lib/moments.ts,work-session,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'work-session' already exists in lib/moments.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0020,Choose a sunset dinner in Uluwatu,PLACES_FILTER,lib/intents.ts,sunset,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'sunset' already exists in lib/intents.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0021,Find a quiet sunset spot away from big beach clubs,PLACES_FILTER,lib/intents.ts,sunset,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'sunset' already exists in lib/intents.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0022,Find sunset spot with sunset happy-hour cocktails,PLACES_FILTER,lib/intents.ts,sunset,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'sunset' already exists in lib/intents.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0023,Do Mount Batur sunrise trek,PLACES_FILTER,lib/catalogue-moments.ts,sunrise,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'sunrise' already exists in lib/catalogue-moments.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0024,Watch sunrise at Sanur beach walk,PLACES_FILTER,lib/catalogue-moments.ts,sunrise,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'sunrise' already exists in lib/catalogue-moments.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0025,Find what to do in Bali on a rainy day,PLACES_FILTER,lib/trip-missions.ts,rainy-day,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'rainy-day' already exists in lib/trip-missions.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0026,Find family cafe / restaurant with kids' play area,PLACES_FILTER,lib/trip-missions.ts (family),,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0027,Choose Canggu vs Sanur for first trip with young kids,PLACES_FILTER,lib/trip-missions.ts (family),,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0028,Spend a day at Waterbom Bali with kids,PLACES_SEARCH,lib/trip-missions.ts (family),,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0029,Book a couples spa treatment,PLACES_FILTER,lib/trip-missions.ts,romantic,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'romantic' already exists in lib/trip-missions.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0030,Have a private-chef in-villa dinner for two,PLACES_FILTER,lib/intents.ts,date-night,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'date-night' already exists in lib/intents.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0031,Find a private / secluded spot to propose,PLACES_FILTER,lib/intents.ts,special-occasion,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'special-occasion' already exists in lib/intents.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0032,Hire a proposal / engagement photographer in Bali,PLACES_FILTER,lib/intents.ts,special-occasion,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'special-occasion' already exists in lib/intents.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0033,Feel safe as a solo female traveller,NO_BUILD,,,NONE,"risk_policy: RESEARCH_ONLY, auto_build_allowed=false",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0034,Find social coworking to meet people as a solo nomad,PLACES_FILTER,lib/moments.ts,work-session,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'work-session' already exists in lib/moments.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0035,Book a solo yoga retreat in Ubud,PLACES_FILTER,lib/trip-missions.ts,retreat,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'retreat' already exists in lib/trip-missions.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0036,Find a big party villa for a bachelorette / birthday group,PLACES_FILTER,lib/intents.ts,special-occasion,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'special-occasion' already exists in lib/intents.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0037,Book bottomless Sunday brunch for a group,PLACES_FILTER,lib/intents.ts,special-occasion,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'special-occasion' already exists in lib/intents.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0038,Book a Balinese traditional massage / spa in Ubud,PLACES_FILTER,lib/collections.ts,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0039,Find affordable clean 1-hour massage anywhere,PLACES_FILTER,lib/collections.ts,cheap-and-brilliant,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'cheap-and-brilliant' already exists in lib/collections.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0040,Find safe swimming beach in Sanur for calm water,PLACES_FILTER,app/bali/[district]/[intent]/page.tsx,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0041,Pick a beach club for chill day (not party),PLACES_FILTER,lib/collections.ts,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0042,Buy a hotel day pass (pool for non-guests),PLACES_FILTER,docs/seo/os/intent-registry.json (sanur-where-to-stay),,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0043,Learn to surf as a beginner (safe waves),PLACES_FILTER,lib/catalogue-moments.ts,active-day,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'active-day' already exists in lib/catalogue-moments.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0044,Post-surf smoothie / brunch spot near the break,PLACES_FILTER,lib/intents.ts,brunch,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'brunch' already exists in lib/intents.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0045,See major Bali waterfalls in a single day trip,PLACES_FILTER,,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0046,Understand temple dress code before visit,DECISION_PAGE,,,NEW_PROJECTION,,no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0047,Watch Kecak fire dance at Uluwatu Temple,PLACES_FILTER,app/bali/[district]/[intent]/page.tsx,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0048,Take an authentic Balinese cooking class,PLACES_FILTER,,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0049,Do a day trip to Nusa Penida from mainland,PLACES_FILTER,,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0050,Go snorkelling / diving in Amed or Nusa Lembongan,PLACES_FILTER,lib/catalogue-moments.ts,active-day,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'active-day' already exists in lib/catalogue-moments.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0051,Do a one-day Ubud loop (rice terrace + waterfall + temple),PLACES_FILTER,app/bali/[district]/[intent]/page.tsx,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0052,Pick luxury honeymoon villa with private pool,PLACES_FILTER,lib/collections.ts,worth-the-splurge,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'worth-the-splurge' already exists in lib/collections.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0053,Book Locavore NXT / Apéritif tasting-menu experience,PLACES_SEARCH,lib/collections.ts,worth-the-splurge,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'worth-the-splurge' already exists in lib/collections.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0054,Travel Bali on a tight daily budget,PLACES_FILTER,lib/collections.ts,cheap-and-brilliant,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'cheap-and-brilliant' already exists in lib/collections.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0055,Find warungs where locals actually eat (cheap authentic),PLACES_FILTER,lib/intents.ts,local-food,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'local-food' already exists in lib/intents.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0056,Find vegan restaurants in Ubud,PLACES_FILTER,lib/collections.ts,vegetarian-and-plant-based,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'vegetarian-and-plant-based' already exists in lib/collections.ts; projection reuses it,2026-07-29T18:38:44.123Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0057,Find açaí / smoothie bowls in Bali,PLACES_FILTER,lib/collections.ts,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0058,Find gluten-free / celiac-safe restaurants,PLACES_FILTER,,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0059,Find halal restaurants for Muslim travellers,PLACES_FILTER,,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0060,Find wheelchair-accessible places in Bali (limited),PLACES_FILTER,,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0061,"Travel with elderly parents in Sanur (walkable, flat)",PLACES_FILTER,app/bali/[district]/[intent]/page.tsx,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0062,Get around Bali without renting a scooter,PRODUCT_ONLY_NO_URL,,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0063,Understand where Grab/Gojek can and can't pick up (Ubud),PRODUCT_ONLY_NO_URL,app/bali/[district]/[intent]/page.tsx,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0064,Hire a private driver for a full-day tour,PRODUCT_ONLY_NO_URL,,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0065,Bring a dog / find pet-friendly cafes,PLACES_FILTER,,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0066,Understand safety as a solo female / at ATMs,NO_BUILD,,,NONE,"risk_policy: RESEARCH_ONLY, auto_build_allowed=false",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0067,Withdraw cash safely (avoid ATM skimming),NO_BUILD,,,NONE,"risk_policy: RESEARCH_ONLY, auto_build_allowed=false",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0068,Find medical clinic / hospital in emergency,NO_BUILD,,,NONE,"risk_policy: RESEARCH_ONLY, auto_build_allowed=false",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0069,Book a restaurant tonight last-minute,PLACES_FILTER,lib/trip-missions.ts,today,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'today' already exists in lib/trip-missions.ts; projection reuses it,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0070,Find something to do right now (no plan),PLACES_FILTER,lib/trip-missions.ts,today,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'today' already exists in lib/trip-missions.ts; projection reuses it,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0071,Choose which town to explore first upon landing,PLACES_FILTER,lib/collections.ts + /places,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0072,Fit an activity into a 3-hour time window,PLACES_FILTER,,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0073,Plan an efficient 7-day first-time Bali itinerary,PLACES_FILTER,lib/trip-missions.ts,first-time,EXISTING_KEY,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",internal key 'first-time' already exists in lib/trip-missions.ts; projection reuses it,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0074,Find offbeat / non-touristy places as a returning visitor,PLACES_FILTER,,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0075,Do something in Bali as a pregnant traveller,NO_BUILD,,,NONE,"risk_policy: RESEARCH_ONLY, auto_build_allowed=false",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0076,Choose an area to stay in Bali based on lifestyle (Canggu vs Ubud vs Uluwatu vs Sanur vs Seminyak),PLACES_FILTER,docs/seo/os/intent-registry.json,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0077,Protect skin from intense tropical sun (15-minute burn),NO_BUILD,,,NONE,"risk_policy: RESEARCH_ONLY, auto_build_allowed=false",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0078,Understand and avoid rip currents at Bali beaches,NO_BUILD,,,NONE,"risk_policy: RESEARCH_ONLY, auto_build_allowed=false",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0079,Decide whether to rent a motorbike or use apps,NO_BUILD,,,NONE,"risk_policy: RESEARCH_ONLY, auto_build_allowed=false",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0080,Recover from motorbike accident injuries,NO_BUILD,,,NONE,"risk_policy: RESEARCH_ONLY, auto_build_allowed=false",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0081,Prevent jewelry theft while on Gojek/Grab bike,NO_BUILD,,,NONE,"risk_policy: RESEARCH_ONLY, auto_build_allowed=false",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0082,Avoid bank card being blocked during travel,PRODUCT_ONLY_NO_URL,,,NEW_PROJECTION,"BLOCKED_BY_DATA: no observable published, job-tagged venue coverage",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0083,Handle monkey bite and get rabies treatment,NO_BUILD,,,NONE,"risk_policy: RESEARCH_ONLY, auto_build_allowed=false",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0084,Understand Indonesia drug laws and penalties,NO_BUILD,,,NONE,"risk_policy: RESEARCH_ONLY, auto_build_allowed=false",no existing runtime key matched; would require a new projection,2026-07-29T18:38:44.124Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
