venue_id,name,subcategory,area,discovery_areas,vibe_description,address,phone,whatsapp,website,instagram,opening_hours,booking_url,booking_provider,cover_charge_note,day_pass_price,happy_hour_note,item_count,priced_count,primary_source_url,evidence_count,date_crawled
2b31d968a932b7e5,Little Havana,bar,Canggu,Petitenget Seminyak,"Experience a great night out in Bali. The best tattoo night in Bali is happening every Thursday at Little Havana in Canggu. Discover a unique atmosphere and crazy vibes everyday, Monday Reggae Night, Taco Tuesday, Live Band or Live Singer.",,,6285723732206,https://bestbarbali.com,,,"https://wa.me/6285723732206?text=Hey,%20I%27d%20like%20to%20book%20a%20slot%20for%20Tattoo%20Thursday%20at%20Little%20Havana",whatsapp,,200,,1,0,https://bestbarbali.com/,2,2026-08-25T20:35:13+00:00
9afe0705fa58656c,Potato Head Beach Club,beach_club,Seminyak,Petitenget Seminyak,"Potato Head Beach Club features thoughtful design, a curated pool day atmosphere, and DJs playing deep house and tropical electronica, creating a lively yet relaxed vibe.","Jalan Petitenget, Seminyak",,,https://nomadotravel.app,,Sunday - Thursday: 9:00 AM - midnight; Friday - Saturday: 9:00 AM - 2:00 AM,,unknown,"Free entry during off-peak hours; IDR 250,000 entry fee during peak sunset hours (4:30 PM - 7:00 PM) includes food and one drink.",250000,Happy hour runs from 4:30 PM to 8:00 PM with discounted drinks.,3,3,https://www.nomadotravel.app/en/attractions/potato-head-beach-club,1,2026-08-25T20:35:13+00:00
96182cb410fe5000,Zumana Beach Club,beach_club,Kuta,"Batu Bolong Canggu,Bingin Uluwatu,Petitenget Seminyak","A beachfront destination connecting beach time, sunset, dining, and night music.","Jl. Kartika Plaza No.2, Kuta, Badung, Bali 80361, Indonesia",,628113853888,https://elsky-bali.com,https://www.instagram.com/zumanabali/,Operates from midday to late evening; check for specific hours on visit date.,https://whatsform.com/zumanabali,whatsapp,"Swim & Savour is IDR 600,000++ per person and includes pool access plus IDR 300,000 food-and-drink credit.",600000,,11,9,https://elsky-bali.com/en/beach-club-sukaalila-en/,2,2026-08-25T20:35:13+00:00
ce3b7279a13b812f,Mosto,bar,Seminyak,Canggu Bali,"Get social or hang solo at Mosto, the friendly neighbourhood bar is a great spot to socialise and sample their amazing natural wine list or grab a seriously good cocktail.",,,,https://threesixtyguides.com,https://www.instagram.com/mostobali/,,https://maribeachclub.com/,unknown,,,,0,0,https://www.threesixtyguides.com/cocktails-and-conversation-the-most-intimate-bali-bars/,2,2026-08-25T20:35:13+00:00
0902a58734c76bad,Atlas Super Club,nightclub,Canggu,Canggu Bali,"Party at Atlas Super Club, Bali's largest nightclub in Canggu. Dance to top DJs, enjoy spacious seating, and experience the ultimate nightlife destination.","Jalan Pantai Berawa No. 88, Desa Tibubeneng, Kec. Kuta Utara, Kab. Badung, Bali 80361, Indonesia",,,https://kkday.com,,"Monday 21:00–03:00, Tuesday 21:00–03:00, Wednesday 21:00–03:00, Thursday 21:00–03:00, Friday 21:00–03:00, Saturday 21:00–03:00, Sunday 21:00–03:00",,website_form,SOLD OUT,8,,1,0,https://www.kkday.com/en-id/product/160576-bali-canggu-atlas-superclub-ticket-indonesia?srsltid=AfmBOopaTmBanfi5qSaj55lMDnPNZ3CbfF8f-bFvWi3P85WEACrlJWch,1,2026-08-25T20:35:13+00:00
3c8c39e945987dc5,House of HEALS,nightclub,Bangkok,"Batu Bolong Canggu,Berawa Canggu,Bingin Uluwatu,Canggu Bali","world-class Dance Show, DRAG Queen, Comedians, DJs, and Artists in one of the Bangkok's top spot for nightly drag performances and LGBTQ+ gatherings","33rd floor, Renaissance Bangkok Ratchaprasong Hotel",,,https://klook.com,,"20:00 - 02:00, From Wednesday to Monday",https://www.klook.com/en-US/,website_form,,,,0,0,https://www.klook.com/en-US/destination/c8-bali/1023-beach-resort-pass/,1,2026-08-25T20:35:13+00:00
c1f793f9210e4235,Warung Shisha by Mikata,hookah_lounge,Canggu,Canggu Bali,indulge yourself by enjoying our shisha in our tropical-styled place,,,,https://shishamikata.wixsite.com,,,,unknown,,,,0,0,https://shishamikata.wixsite.com/home,1,2026-08-25T20:35:13+00:00
f8d9491cc69104cd,Conqueror Ubud - Warung Shisha,hookah_lounge,Ubud,Canggu Bali,"a small, soulful hookah lounge tucked away in the heart of Ubud, Bali.",,,,https://bali.live,,,,unknown,,,,0,0,https://bali.live/places?types=70,1,2026-08-25T20:35:13+00:00
1792ff54ec680b40,Friends Bar,bar,,Berawa Canggu,,,,,https://friendsbarbali.com,,,,unknown,,,,0,0,https://www.friendsbarbali.com/,1,2026-08-25T20:35:13+00:00
cd8973ce4402a266,MESA BALI,nightclub,Canggu,Berawa Canggu,the heart of Canggu nightlife and one of the most iconic Bali nightclubs with international DJs and themed weekly events,"Jl. Pantai Berawa, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361",6281237388745,6281237388745,https://themesabali.com,https://www.youtube.com/channel/UCqhBLAhEomNsjx7A6bA83Iw,8 PM - 5 AM,https://www.themesabali.com/reservation,website_form,,,SPECIAL 95K COCKTAIL EVERYDAY!,1,1,https://www.themesabali.com/,1,2026-08-25T20:35:13+00:00
acaf2fc2bed43d56,Hubble,hookah_lounge,Berawa,Berawa Canggu,"An elegant restaurant, shisha lounge and cocktail bar concept with bold décor, perfect for lunch, dinner or drinks, offering relaxing dining and contemporary lounge seating.",,,,https://hubblebali.com,,,https://www.hubblebali.com/reservations/,website_form,,,,5,0,https://www.hubblebali.com/,2,2026-08-25T20:35:13+00:00
38269129beefadaa,Canggu Nightlife,beach_club,Canggu,Batu Bolong Canggu,"A quick guide on where to go on any particular night in the Canggu area, featuring various venues with parties every night of the week.",,,,https://thebeatbali.com,,,,unknown,,,,18,0,https://thebeatbali.com/canggu/canggu-nightlife/,1,2026-08-25T20:35:13+00:00
ce57136432c6f2f2,"Habibi Bali, Food & Shisha",hookah_lounge,Canggu,Batu Bolong Canggu,"A slice of Morocco nestled in the heart of Bali, crafted by Moroccan artisans bringing fresh, traditional cuisine with an authentic ambiance and shisha.",78 Jl. Pantai Batu Bolong Canggu,,,https://see.events,https://www.instagram.com/habibi.bali/?hl=en,12pm - 12am,,unknown,,,,0,0,https://www.see.events/french/i/78992105/habibi-bali,2,2026-08-25T20:35:13+00:00
c51d99eb34aeca4b,La Brisa Beach Club,beach_club,Canggu,Echo Beach Canggu,A relaxed atmosphere with a decent amount of money spent on booze. Paid extra for particular seating or minimum spend on food & drinks for prime seats.,"Echo Beach, Canggu",,,https://corlutravels.com,,,,unknown,,,,0,0,https://www.corlutravels.com/post/bali-day-5-relax-at-bali-beach-clubs,1,2026-08-25T20:35:13+00:00
c6817674cd0f4c11,Echo Beach Club,beach_club,Canggu,Echo Beach Canggu,"Every evening as the sun sets over the ocean, The Echo Beach Club’s legendary barbecue is set up with a glistening array of the freshest seafood, including prawns and lobsters, imported steaks, mouthwatering ribs and fresh, organic salads. Enjoy your meal in the restaurant or an outdoor table spilling onto a beach seaside.",,,,https://baliluxuryvillas.com,https://www.instagram.com/baliluxuryvillas_blv,Open all day,,unknown,,,,0,0,https://www.baliluxuryvillas.com/locations/bali/night-life/echo-beach-club,2,2026-08-25T20:35:13+00:00
05c6de73616c35de,The Sky Garden Bali,nightclub,,Kuta Bali,A unique event venue that brings your party to life with lots of options and variety.,,,,https://baliskygarden.com,,,https://baliskygarden.com/events-parties/#,website_form,,,,5,0,https://baliskygarden.com/,2,2026-08-25T20:35:13+00:00
24e49b4f177cdf38,Pavilion Surf Club,bar,Legian Beach,Legian Bali,"Cold beer for the game, wine with dinner and signature cocktails as the sun goes down over Legian Beach.",,,628132857175,https://pavilionsurfclub.com,,,,unknown,,,COCKTAIL SPECIAL: 140K each - BUY ONE GET ONE FREE,16,0,https://pavilionsurfclub.com/cocktail-specials-bali-legian/,1,2026-08-25T20:35:13+00:00
747f2621fd9c921e,Azul Beach Club,beach_club,Legian,Legian Bali,"A fun, relaxed, and social environment with a welcoming community; no partner or experience needed for salsa dancing.",,,,https://azulbali.com,https://www.instagram.com/azulbeachclub/,Sundays 2:30 PM - 5:00 PM,https://www.azulbali.com/events/,unknown,"No entry fee, no minimum spend",,,1,1,https://www.azulbali.com/azul_homepage/,2,2026-08-25T20:35:13+00:00
128ea6a4ef3eb74c,Uluwatu Beach Clubs,beach_club,"Uluwatu, Badung Regency, Bali, Indonesia","Jimbaran Bali,Legian Bali,Padang Padang Uluwatu,Sanur Bali","A variety of beach clubs offering cliffside lounges, beachfront pools, and different atmospheres ranging from energetic to mellow.",,,,https://baliholidaysecrets.com,,,,unknown,,150000,,0,0,https://www.baliholidaysecrets.com/bali-nightlife/,1,2026-08-25T20:35:13+00:00
e5484ed4859759c0,Hookah Plane,hookah_lounge,Belgrade,"Denpasar Bali,Legian Bali",,"Belgrade, Mihaila Gavrilovica Street, 6 · Entrance from the road",,,https://yandex.com,,Closed,,unknown,,,,0,0,https://yandex.com/maps/org/hookah_plane/167380554045/,2,2026-08-25T20:35:13+00:00
e80ad0835c5d8f00,White Rabbit Lounge,bar,Uluwatu,Uluwatu Bali,"White Rabbit strives to be a world-class cocktail bar in Uluwatu Bali. A place you feel like you're drinking with friends, even when you're here by yourself.",,,,https://whiterabbitbali.com,https://www.instagram.com/whiterabbit.bali/,Open till 2 AM,https://www.whiterabbitbali.com/reservations,website_form,,,,0,0,https://www.whiterabbitbali.com/,1,2026-08-25T20:35:13+00:00
a4045b07d23aff11,Ours Bali,bar,Uluwatu,Uluwatu Bali,"The 4–6 PM window at Ours Bali is well-known for discounted cocktails and wines served in a celebrated all-day restaurant with a warm, open atmosphere.","Jl. Labuansait, Pecatu, Uluwatu, Bali 80361",,,https://oursbali.com,,Open Every Day 8 AM – 11 PM,https://oursbali.com/book-a-table/,website_form,,,4–6 PM Daily,10,0,https://oursbali.com/happy-hour-uluwatu-cocktails-4-6pm/,2,2026-08-25T20:35:13+00:00
1e9014296e0b4001,Savaya,nightclub,,Uluwatu Bali,"Voted #1 Club in Asia, #5 in the World. Savaya is open daily, nestled between the wild paradise of the jungle and soaring limestone cliffs of Uluwatu. This enclave of luxury sits upon a breathtaking natural wonder 100 meters above the Indian Ocean.",,,,https://savaya.com,,Open daily,https://www.savaya.com/event-calendar,website_form,,,,27,0,https://www.savaya.com/,1,2026-08-25T20:35:13+00:00
d9afa719ee3f40be,Banana Lounge Bali,beach_club,"Bingin, Bali",Bingin Uluwatu,"Relax & Unwind With Us in a beautifully designed tropical setting offering lounges and sunbeds, tasty food offerings, and impressive beverages.",,,,https://bananaloungebali.com,https://www.instagram.com/p/CsgFob4p3kK/,Opening at 7 am,https://www.bananaloungebali.com/reservation,website_form,,,,0,0,https://www.bananaloungebali.com/,1,2026-08-25T20:35:13+00:00
bf24661eddaf7b3a,Hatch Bali,nightclub,"Kec. Kuta Selatan, Badung",Bingin Uluwatu,,"Jl. Labuansait No.54, Pecatu",,,https://hatchuluwatu.com,,Mon – Sat: 17:00 – 03:00; Sunday: 08:00 – 17:00 & Evening,https://hatchuluwatu.com/events/calendar,website_form,,,,0,0,https://hatchuluwatu.com/bookings,1,2026-08-25T20:35:13+00:00
e8363334c739dece,Single Fin,beach_club,Uluwatu,Padang Padang Uluwatu,"Feel the pulse of Wednesday’s catchy, upbeat acoustic sessions in a complete chill vibe, or move your body on the rhythm top notch international DJs froth to play for you.","Pantai Suluban, Jl Labuan Sait, Pecatu, Uluwatu",,,https://musicinparadise.com.au,,"Open daily, 8am – 10pm (1am on Sun)",,unknown,,,,4,0,https://www.musicinparadise.com.au/journal/single-fin-only-good-vibes/,1,2026-08-25T20:35:13+00:00
feadb03540b749c6,Pinstripe Bar,bar,Ubud,Ubud Bali,A refined cocktail and wine bar offering handcrafted drinks and a gastro-style bar dining.,"Br. Nagi, Jl. Lanyahan, Petulu, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",,6285963105757,https://pinstripebar.com,https://www.instagram.com/pinstripebar,"Open Daily 4PM - 11.30PM, Food Menu 5PM - 9PM",,unknown,,,,0,0,https://www.pinstripebar.com/,1,2026-08-25T20:35:13+00:00
88e3b0a1176f597e,CP Lounge Ubud Bali,beach_club,Ubud,Ubud Bali,"CP Lounge offers the ultimate Ubud vibes and a vibrant Latin music and dance experience every night. Enjoy daytime relaxation by the pool, vibrant nights with live music, dancing, DJs, Balinese dance performances, delicious cuisines, and tasty drinks.",,,,https://cp-lounge.com,https://www.instagram.com/CPLounge,Open Daily | 1 PM - 3 AM,https://www.cp-lounge.com/ubud-oasis,website_form,Free Entry,,,0,0,https://www.cp-lounge.com/,2,2026-08-25T20:35:13+00:00
65e3ff27db239052,Utopia Cave Club,nightclub,Tabanan,"Denpasar Bali,Ubud Bali","Contemporary design, delicious raw serves, signature cocktails and ocean views create a decadent day-to-night escape. As the sun sets, the cave turns adults-only with fibre-optic light shows, captivating dancers and music, taking revellers on a euphoric journey late into the night.","Jl. Kayangan, Beraban, Kec. Kediri, Kabupaten Tabanan, Bali 80351",6281936005511,6281936005511,https://lunabeachclubbali.com,https://instagram.com/lunabeachclubbali,OPEN DAILY 12PM – 10PM,https://bookings.lunabeachclubbali.com/area/utopia-cave-club,website_form,,,Happy Hour 19:00 – 20:00,3,0,https://lunabeachclubbali.com/experience/utopia-cave-club/,1,2026-08-25T20:35:13+00:00
8d3a38657806e2b6,Cretya Ubud,beach_club,Ubud,Ubud Bali,"Upgrade your day at our exclusive day club! Choose from stylish table options and enjoy great music, drinks, and vibes. Book now for an unforgettable experience!",,,,https://alasharum.com,,07:00 am - 9:00 pm | last order 8:30 pm,https://megatix.co.id/white-label/fdc-ticket-cretya-ubud,website_form,First Drink Charge (FDC) of IDR 220k applies every day,220000,,6,6,https://alasharum.com/en/cretya-ubud/day-clubs,1,2026-08-25T20:35:13+00:00
05a6786368497a1f,UBUD SHISHA,hookah_lounge,,Ubud Bali,"We are professional shisha lounge in heart of Bali since 2019. Offering over 400 premium tobacco flavours. Enjoy expertly crafted hookah, delicious tea, refreshing mocktails and tasty food in a relaxed atmosphere with fast WI-FI.",,,,https://ubudshisha.com,,,https://wa.me/message/ZGQA3FXOJ3VLG1,whatsapp,,,,0,0,https://www.ubudshisha.com/,1,2026-08-25T20:35:13+00:00
df0cd6beb0cb8af4,SHISHA GARDEN LOUNGE UBUD,hookah_lounge,Ubud,Ubud Bali,"A relaxed space where guests can enjoy premium shisha in a comfortable lounge atmosphere, surrounded by greenery, and great for unwinding with friends.","Jl. Made Lebah, Mas, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571",,6281337528740,https://mamulounge.com,https://www.instagram.com/mamushisha_bali/,Daily from 9 AM to 12 AM,https://mamulounge.com/shisha-lounge-booking/,website_form,,,Every Thursday - Order one shisha and get the second one FREE,1,0,https://mamulounge.com/,2,2026-08-25T20:35:13+00:00
050ebf85db046b53,Impresario Clubhouse,nightclub,Nusa Dua,Nusa Dua Bali,"A premium yet accessible experience blending sophistication, energy, and entertainment, with live music, DJ performances, and a vibrant atmosphere.","Jl. Pantai Mengiat No.7 Lot RA, Kenja Square 3rd Floor, Banjar Peminga, Benoa, Kuta Selatan",,628113990035,https://impresarioclub.com,,Everyday 3:00 pm - 3:00 am,,unknown,,,,0,0,https://www.impresarioclub.com/,2,2026-08-25T20:35:13+00:00
ab45d2d5401e4e26,Canna Bali Beach Club,beach_club,Nusa Dua,Nusa Dua Bali,Embrace a bohemian vibe while enjoying a luxurious beach experience with different facilities for relaxation and activities.,"Jl. Raya Nusa Dua Selatan, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363 Indonesia",,,https://waug.com,,10:00 AM - 10:00 PM,https://www.waug.com/en/activities/142799,website_form,,150000,,4,3,https://www.waug.com/en/activities/142799,1,2026-08-25T20:35:13+00:00
74a0ab2f6b4117a9,CUBE Lounge,hookah_lounge,,Jimbaran Bali,"Shisha & coworking by day. Karaoke, mafia, board games and movie nights after dark — the room that changes with the hour.",,,6287725305496,https://cubebali.id,,Open daily 12:00–02:00,https://api.whatsapp.com/send?phone=6287725305496&text=Hi!%20I%27d%20like%20to%20book%20the%20CUBE%20Lounge.,whatsapp,,,Premium special price 12:00–17:00,3,3,https://cubebali.id/lounge.html,1,2026-08-25T20:35:13+00:00
