item_id,venue_id,venue_name,item_name,description,price,price_raw,currency,source
497bbbaf383baecc-i6,497bbbaf383baecc,Bali Beach Club Pass,Canna Bali,Complimentary Entry + Cocktail No Minimum Spend,,$15.00,USD,https://balibeachclubpass.com/
497bbbaf383baecc-i7,497bbbaf383baecc,Bali Beach Club Pass,The Jungle Club Ubud,15% off Total Bill Complimentary Cocktails,,$15.00,USD,https://balibeachclubpass.com/
497bbbaf383baecc-i8,497bbbaf383baecc,Bali Beach Club Pass,Wanna Jungle Pool & Bar,10% off Day Pass,,$15.00,USD,https://balibeachclubpass.com/
497bbbaf383baecc-i9,497bbbaf383baecc,Bali Beach Club Pass,Manarai Beach House at Sofitel Bali,Complimentary Drinks for Group 10% off Total Bill,,$15.00,USD,https://balibeachclubpass.com/
497bbbaf383baecc-i10,497bbbaf383baecc,Bali Beach Club Pass,White Rock Beach Club,10% off Minimum Spend 10% off Dining,,$15.00,USD,https://balibeachclubpass.com/
497bbbaf383baecc-i11,497bbbaf383baecc,Bali Beach Club Pass,Tuju Ubud,10% off Total Bill No Minimum Spend,,$15.00,USD,https://balibeachclubpass.com/
497bbbaf383baecc-i12,497bbbaf383baecc,Bali Beach Club Pass,Sol Rooftop Bali,10% off Total Bill,,$15.00,USD,https://balibeachclubpass.com/
497bbbaf383baecc-i13,497bbbaf383baecc,Bali Beach Club Pass,Single Bed (up to 2 pax),,2000000,"IDR 2,000,000",IDR,https://balibeachclubpass.com/products/white-rock-beach-club
497bbbaf383baecc-i14,497bbbaf383baecc,Bali Beach Club Pass,Single Sofa (up to 2 pax),,1500000,"IDR 1,500,000",IDR,https://balibeachclubpass.com/products/white-rock-beach-club
497bbbaf383baecc-i15,497bbbaf383baecc,Bali Beach Club Pass,Rock Bar Bed (up to 4 pax),,1500000,"IDR 1,500,000",IDR,https://balibeachclubpass.com/products/white-rock-beach-club
497bbbaf383baecc-i16,497bbbaf383baecc,Bali Beach Club Pass,Double Bed (up to 4 pax),,2500000,"IDR 2,500,000",IDR,https://balibeachclubpass.com/products/white-rock-beach-club
497bbbaf383baecc-i17,497bbbaf383baecc,Bali Beach Club Pass,Lagoon Bed (up to 4 pax),,3000000,"IDR 3,000,000",IDR,https://balibeachclubpass.com/products/white-rock-beach-club
497bbbaf383baecc-i18,497bbbaf383baecc,Bali Beach Club Pass,Lagoon Sofa (up to 6 pax),,4000000,"IDR 4,000,000",IDR,https://balibeachclubpass.com/products/white-rock-beach-club
497bbbaf383baecc-i19,497bbbaf383baecc,Bali Beach Club Pass,Restaurant Sofa (up to 8 pax),,2500000,"IDR 2,500,000",IDR,https://balibeachclubpass.com/products/white-rock-beach-club
497bbbaf383baecc-i20,497bbbaf383baecc,Bali Beach Club Pass,Party Bed (up to 8 pax),,4000000,"IDR 4,000,000",IDR,https://balibeachclubpass.com/products/white-rock-beach-club
f1e21d2c59da295a-i0,f1e21d2c59da295a,Eden Hookah Club,Burley,,,,IDR,https://edenhookah.com/events_ru
f1e21d2c59da295a-i1,f1e21d2c59da295a,Eden Hookah Club,Virginia,,,,IDR,https://edenhookah.com/events_ru
f1e21d2c59da295a-i2,f1e21d2c59da295a,Eden Hookah Club,Herbal,,,,IDR,https://edenhookah.com/events_ru
b7e396370b2852e4-i0,b7e396370b2852e4,The Shisha House,Tabouli Quinoa Salad,,,,IDR,https://sites.google.com/view/restaurant-shisha-seminyak/home
b7e396370b2852e4-i1,b7e396370b2852e4,The Shisha House,Fish and Chips,,,,IDR,https://sites.google.com/view/restaurant-shisha-seminyak/home
b7e396370b2852e4-i2,b7e396370b2852e4,The Shisha House,Tenderloin Steak,,,,IDR,https://sites.google.com/view/restaurant-shisha-seminyak/home
e74295b1690e33fc-i0,e74295b1690e33fc,Misha Shisha Ubud,Hookah,,200000,from 200000Rp,IDR,https://where2smoke.net/en/Bali
2b31d968a932b7e5-i0,2b31d968a932b7e5,Little Havana,Tattoo + Cocktail,,,200k,IDR,https://bestbarbali.com/
9afe0705fa58656c-i0,9afe0705fa58656c,Potato Head Beach Club,Signature Cocktails,Craft cocktails featuring local ingredients,200000,"IDR 200,000",IDR,https://www.nomadotravel.app/en/attractions/potato-head-beach-club
9afe0705fa58656c-i1,9afe0705fa58656c,Potato Head Beach Club,Mains,Variety of shared plates and Southeast Asian dishes,250000,"IDR 250,000",IDR,https://www.nomadotravel.app/en/attractions/potato-head-beach-club
9afe0705fa58656c-i2,9afe0705fa58656c,Potato Head Beach Club,Burgers,Juicy burgers served poolside,120000,"IDR 120,000",IDR,https://www.nomadotravel.app/en/attractions/potato-head-beach-club
96182cb410fe5000-i0,96182cb410fe5000,Zumana Beach Club,Cabana,"Minimum spend IDR 25,000,000++ for up to 15 guests, credited to F&B.",,"IDR 25,000,000++",IDR,https://elsky-bali.com/en/beach-club-zumana-en
96182cb410fe5000-i1,96182cb410fe5000,Zumana Beach Club,Back Stage,Price available on request; minimum spend and terms not published.,,,IDR,https://elsky-bali.com/en/beach-club-zumana-en
96182cb410fe5000-i2,96182cb410fe5000,Zumana Beach Club,Ocean Edge Sofa,"Minimum spend IDR 20,000,000++ for up to 12 guests, credited to F&B.",20000000,"IDR 20,000,000++",IDR,https://elsky-bali.com/en/beach-club-zumana-en
96182cb410fe5000-i3,96182cb410fe5000,Zumana Beach Club,Dance Floor Sofa A,"Minimum spend IDR 18,000,000++ for up to 10 guests, credited to F&B.",18000000,"IDR 18,000,000++",IDR,https://elsky-bali.com/en/beach-club-zumana-en
96182cb410fe5000-i4,96182cb410fe5000,Zumana Beach Club,Dance Floor Sofa B,"Minimum spend IDR 15,000,000++ for up to 8 guests, credited to F&B.",15000000,"IDR 15,000,000++",IDR,https://elsky-bali.com/en/beach-club-zumana-en
96182cb410fe5000-i5,96182cb410fe5000,Zumana Beach Club,Main Deck Sofa,"Minimum spend IDR 10,000,000++ for up to 10 guests, credited to F&B.",10000000,"IDR 10,000,000++",IDR,https://elsky-bali.com/en/beach-club-zumana-en
96182cb410fe5000-i6,96182cb410fe5000,Zumana Beach Club,Ocean Edge Daybeds,"Minimum spend IDR 8,000,000++ for up to 5 guests, credited to F&B.",8000000,"IDR 8,000,000++",IDR,https://elsky-bali.com/en/beach-club-zumana-en
96182cb410fe5000-i7,96182cb410fe5000,Zumana Beach Club,Grotto VIP,"Minimum spend IDR 10,000,000++ for up to 10 guests, credited to F&B.",10000000,"IDR 10,000,000++",IDR,https://elsky-bali.com/en/beach-club-zumana-en
96182cb410fe5000-i8,96182cb410fe5000,Zumana Beach Club,Dance Floor Daybeds,"Minimum spend IDR 6,000,000++ for up to 5 guests, credited to F&B.",6000000,"IDR 6,000,000++",IDR,https://elsky-bali.com/en/beach-club-zumana-en
96182cb410fe5000-i9,96182cb410fe5000,Zumana Beach Club,Swim & Savour Day Pass,"Includes pool access plus IDR 300,000 food-and-drink credit.",600000,"IDR 600,000++",IDR,https://elsky-bali.com/en/beach-club-sukaalila-en/
96182cb410fe5000-i10,96182cb410fe5000,Zumana Beach Club,Sunkissed Beer Bucket,Includes five Prost Pilsner or Lager beers and 12 lollipop chicken wings.,350000,"IDR 350,000++",IDR,https://elsky-bali.com/en/beach-club-sukaalila-en/
0902a58734c76bad-i0,0902a58734c76bad,Atlas Super Club,Admission Ticket,Access to Atlas Super Club,,8,USD,https://www.kkday.com/en-id/product/160576-bali-canggu-atlas-superclub-ticket-indonesia?srsltid=AfmBOopaTmBanfi5qSaj55lMDnPNZ3CbfF8f-bFvWi3P85WEACrlJWch
cd8973ce4402a266-i0,cd8973ce4402a266,MESA BALI,Cocktail,Daily special,95000,95K,IDR,https://www.themesabali.com/
acaf2fc2bed43d56-i0,acaf2fc2bed43d56,Hubble,Shisha,Over 30 shisha brands and 400 flavors served in premium vases.,,-,IDR,https://www.hubblebali.com/
acaf2fc2bed43d56-i1,acaf2fc2bed43d56,Hubble,Cocktails,"Hand-crafted, signature cocktails.",,-,IDR,https://www.hubblebali.com/
acaf2fc2bed43d56-i2,acaf2fc2bed43d56,Hubble,Wine,Extensive wine list available.,,-,IDR,https://www.hubblebali.com/
acaf2fc2bed43d56-i3,acaf2fc2bed43d56,Hubble,Dishes,Menu of shareable dishes inspired by cuisine from around the world.,,-,IDR,https://www.hubblebali.com/
acaf2fc2bed43d56-i4,acaf2fc2bed43d56,Hubble,Pastries,Classic-contemporary selections of cakes and cookies.,,-,IDR,https://www.hubblebali.com/
38269129beefadaa-i0,38269129beefadaa,Canggu Nightlife,Finns Beach Club,"Popular beach club with DJs and good food, attracting a mixed crowd.",,,IDR,https://thebeatbali.com/canggu/canggu-nightlife/
38269129beefadaa-i1,38269129beefadaa,Canggu Nightlife,Luigi’s Hot Pizza,"Pizza joint with vibrant Monday party, featuring DJs and eclectic beats.",,,IDR,https://thebeatbali.com/canggu/canggu-nightlife/
38269129beefadaa-i2,38269129beefadaa,Canggu Nightlife,Sandbar,Beach venue pumping commercial hip hop until very late.,,,IDR,https://thebeatbali.com/canggu/canggu-nightlife/
38269129beefadaa-i3,38269129beefadaa,Canggu Nightlife,Desa Kitsune,Features major DJ artists and parties on Tuesdays and Fridays.,,,IDR,https://thebeatbali.com/canggu/canggu-nightlife/
38269129beefadaa-i4,38269129beefadaa,Canggu Nightlife,Miss Fish,"Popular venue with a fashionable crowd and DJs, especially busy on Tuesdays with 'She’s With Us' night.",,,IDR,https://thebeatbali.com/canggu/canggu-nightlife/
38269129beefadaa-i5,38269129beefadaa,Canggu Nightlife,Shady Pig,Popular cocktail bar that gets busy after 11pm.,,,IDR,https://thebeatbali.com/canggu/canggu-nightlife/
38269129beefadaa-i6,38269129beefadaa,Canggu Nightlife,Old Man’s,Mid-week venue with beer pong competitions.,,,IDR,https://thebeatbali.com/canggu/canggu-nightlife/
38269129beefadaa-i7,38269129beefadaa,Canggu Nightlife,Mexicola Canggu,Lively venue known for its late-night crowd.,,,IDR,https://thebeatbali.com/canggu/canggu-nightlife/
38269129beefadaa-i8,38269129beefadaa,Canggu Nightlife,Bella Wednesdays,Event featuring kitchen sessions with good music.,,,IDR,https://thebeatbali.com/canggu/canggu-nightlife/
38269129beefadaa-i9,38269129beefadaa,Canggu Nightlife,Jade,Offers a busy ladies night on Wednesdays.,,,IDR,https://thebeatbali.com/canggu/canggu-nightlife/
38269129beefadaa-i10,38269129beefadaa,Canggu Nightlife,Mesa Bali,High-energy venue featuring lots of Afro house and hip hop.,,,IDR,https://thebeatbali.com/canggu/canggu-nightlife/
38269129beefadaa-i11,38269129beefadaa,Canggu Nightlife,Black Sand,Busy on Fridays with happy hour specials.,,,IDR,https://thebeatbali.com/canggu/canggu-nightlife/
38269129beefadaa-i12,38269129beefadaa,Canggu Nightlife,The Lawn,Friday nightlife from 9pm till 1am with discounted drinks.,,,IDR,https://thebeatbali.com/canggu/canggu-nightlife/
38269129beefadaa-i13,38269129beefadaa,Canggu Nightlife,Deus,Host live stand-up comedy every Friday night.,,,IDR,https://thebeatbali.com/canggu/canggu-nightlife/
38269129beefadaa-i14,38269129beefadaa,Canggu Nightlife,Morabito Art Villa,Regular Friday parties featuring underground DJs.,,,IDR,https://thebeatbali.com/canggu/canggu-nightlife/
38269129beefadaa-i15,38269129beefadaa,Canggu Nightlife,Vault,Known for its urban hip hop vibe on Fridays.,,,IDR,https://thebeatbali.com/canggu/canggu-nightlife/
38269129beefadaa-i16,38269129beefadaa,Canggu Nightlife,Atlas Super Club,"Special events on Saturdays, usually featuring notable house & techno acts.",,,IDR,https://thebeatbali.com/canggu/canggu-nightlife/
38269129beefadaa-i17,38269129beefadaa,Canggu Nightlife,Sundaze at Miss Fish,Sunday event with DJs spinning afro and melodic techno.,,,IDR,https://thebeatbali.com/canggu/canggu-nightlife/
05c6de73616c35de-i0,05c6de73616c35de,The Sky Garden Bali,Corporate Events,"A friendly happy hour, a company holiday party, or an evening of entertainment for VIP clients.",,,USD,https://baliskygarden.com/events-parties
05c6de73616c35de-i1,05c6de73616c35de,The Sky Garden Bali,Birthday Parties,"Spend your birthday with us, and enjoy a night you’ll remember forever.",,,USD,https://baliskygarden.com/events-parties
05c6de73616c35de-i2,05c6de73616c35de,The Sky Garden Bali,Bachelorette,End your single days in style with a VIP table reservation.,,,USD,https://baliskygarden.com/events-parties
05c6de73616c35de-i3,05c6de73616c35de,The Sky Garden Bali,Wedding Parties,Let us cater to your needs.,,,USD,https://baliskygarden.com/events-parties
05c6de73616c35de-i4,05c6de73616c35de,The Sky Garden Bali,VIP Bottle Service,Looking to book VIP bottle service?,,,USD,https://baliskygarden.com/events-parties
24e49b4f177cdf38-i0,24e49b4f177cdf38,Pavilion Surf Club,Hang Eleven,"Vodka, cucumber syrup, fresh apple, fresh lime juice and soda.",,,IDR,https://pavilionsurfclub.com/menu/drinks-cocktails
24e49b4f177cdf38-i1,24e49b4f177cdf38,Pavilion Surf Club,Paddle Puss,"Gin, triple sec, fresh lime, passionfruit purée, simple syrup and passionfruit foam.",,,IDR,https://pavilionsurfclub.com/menu/drinks-cocktails
24e49b4f177cdf38-i2,24e49b4f177cdf38,Pavilion Surf Club,The PSC,"Vodka, coconut liqueur, fresh lime juice, simple syrup, mint, watermelon and soda.",,,IDR,https://pavilionsurfclub.com/menu/drinks-cocktails
24e49b4f177cdf38-i3,24e49b4f177cdf38,Pavilion Surf Club,Ho Dad,"Spiced rum, dark rum, light rum, fresh lime, simple syrup and Coca-Cola.",,,IDR,https://pavilionsurfclub.com/menu/drinks-cocktails
24e49b4f177cdf38-i4,24e49b4f177cdf38,Pavilion Surf Club,Summer Frosty Fruit,"Vodka, passionfruit syrup, orange and lime juices shaken with egg white.",,,IDR,https://pavilionsurfclub.com/menu/drinks-cocktails
24e49b4f177cdf38-i5,24e49b4f177cdf38,Pavilion Surf Club,Hot Summer,"Chilli-infused vodka, pineapple juice and simple syrup.",,,IDR,https://pavilionsurfclub.com/menu/drinks-cocktails
24e49b4f177cdf38-i6,24e49b4f177cdf38,Pavilion Surf Club,Kiss on Double 6,"Vodka, coffee liqueur, chocolate ice cream, chocolate syrup and milk.",,,IDR,https://pavilionsurfclub.com/menu/drinks-cocktails
24e49b4f177cdf38-i7,24e49b4f177cdf38,Pavilion Surf Club,Legian Long Beach Iced Tea,"Gin, vodka, triple sec, white rum, lime and Red Bull.",,,IDR,https://pavilionsurfclub.com/menu/drinks-cocktails
24e49b4f177cdf38-i8,24e49b4f177cdf38,Pavilion Surf Club,Mojito,"White rum, simple syrup, sugar cane, mint, lime fizz and soda water.",,,IDR,https://pavilionsurfclub.com/menu/drinks-cocktails
24e49b4f177cdf38-i9,24e49b4f177cdf38,Pavilion Surf Club,Long Island,"Gin, vodka, triple sec, white rum, lime and Coca-Cola.",,,IDR,https://pavilionsurfclub.com/menu/drinks-cocktails
24e49b4f177cdf38-i10,24e49b4f177cdf38,Pavilion Surf Club,Sex on the Beach,"Vodka, peach liqueur, cranberry and orange juice.",,,IDR,https://pavilionsurfclub.com/menu/drinks-cocktails
24e49b4f177cdf38-i11,24e49b4f177cdf38,Pavilion Surf Club,Bloody Mary,"Pepper-infused vodka, tomato juice, Tabasco, Worcestershire, thyme syrup, celery and bacon.",,,IDR,https://pavilionsurfclub.com/menu/drinks-cocktails
24e49b4f177cdf38-i12,24e49b4f177cdf38,Pavilion Surf Club,Daiquiri — Classic or Frozen,"Light rum, triple sec and sweet-and-sour mix. Strawberry, mango or passionfruit.",,,IDR,https://pavilionsurfclub.com/menu/drinks-cocktails
24e49b4f177cdf38-i13,24e49b4f177cdf38,Pavilion Surf Club,Espresso Martini,"Vanilla-infused vodka, coffee liqueur and espresso.",,,IDR,https://pavilionsurfclub.com/menu/drinks-cocktails
24e49b4f177cdf38-i14,24e49b4f177cdf38,Pavilion Surf Club,Classic Margarita — Classic or Frozen,"Tequila, triple sec, lime juice and simple syrup.",,,IDR,https://pavilionsurfclub.com/menu/drinks-cocktails
24e49b4f177cdf38-i15,24e49b4f177cdf38,Pavilion Surf Club,Cosmo,"Vodka, triple sec, cranberry juice and lime.",,,IDR,https://pavilionsurfclub.com/menu/drinks-cocktails
747f2621fd9c921e-i0,747f2621fd9c921e,Azul Beach Club,Mojito,,75000,IDR 75.000++,IDR,https://www.azulbali.com/where-can-i-find-salsa-events-in-bali-join-free-salsa-sundays-at-azul-beach-club
a4045b07d23aff11-i0,a4045b07d23aff11,Ours Bali,Classic Negroni,"Bitter, aromatic, perfectly balanced. The signature happy hour order.",,,IDR,https://oursbali.com/happy-hour-uluwatu-cocktails-4-6pm/
a4045b07d23aff11-i1,a4045b07d23aff11,Ours Bali,Aperol Spritz,"Light, effervescent, easy. The correct Uluwatu afternoon drink.",,,IDR,https://oursbali.com/happy-hour-uluwatu-cocktails-4-6pm/
a4045b07d23aff11-i2,a4045b07d23aff11,Ours Bali,Espresso Martini,"Rich, dark, energising. The best post-sunset transition drink.",,,IDR,https://oursbali.com/happy-hour-uluwatu-cocktails-4-6pm/
a4045b07d23aff11-i3,a4045b07d23aff11,Ours Bali,Classic Mojito,"Cool, herbal, refreshing in Bali’s heat.",,,IDR,https://oursbali.com/happy-hour-uluwatu-cocktails-4-6pm/
a4045b07d23aff11-i4,a4045b07d23aff11,Ours Bali,Margarita,"Sharp citrus, salt rim, clean finish.",,,IDR,https://oursbali.com/happy-hour-uluwatu-cocktails-4-6pm/
a4045b07d23aff11-i5,a4045b07d23aff11,Ours Bali,House White Wine,"Crisp, mineral, chilled.",,,IDR,https://oursbali.com/happy-hour-uluwatu-cocktails-4-6pm/
a4045b07d23aff11-i6,a4045b07d23aff11,Ours Bali,House Red Wine,"Medium-bodied, food-friendly.",,,IDR,https://oursbali.com/happy-hour-uluwatu-cocktails-4-6pm/
a4045b07d23aff11-i7,a4045b07d23aff11,Ours Bali,Sunset Sip Special,Ours Bali’s seasonal house creation — changes weekly.,,,IDR,https://oursbali.com/happy-hour-uluwatu-cocktails-4-6pm/
a4045b07d23aff11-i8,a4045b07d23aff11,Ours Bali,Classic Cocktails,Crafted for balance and flavor using fresh ingredients that highlight tropical flavors.,,,IDR,https://oursbali.com/sip-cocktails
a4045b07d23aff11-i9,a4045b07d23aff11,Ours Bali,Pasta Dishes,All pasta dishes are priced at 79K during Pasta Nights on Tuesdays and Thursdays from 5 PM.,,79K,IDR,https://oursbali.com/sip-cocktails
1e9014296e0b4001-i0,1e9014296e0b4001,Savaya,SAM FELDT,DJ Performance,,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i1,1e9014296e0b4001,Savaya,GENESI,DJ Performance,,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i2,1e9014296e0b4001,Savaya,AARON SEVILLA,"DJ Performance, PEOPLE OF THE SUN (SUNSET SET)",,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i3,1e9014296e0b4001,Savaya,LAST LIGHT,"DJ Performance, SUNSET SET FROM THE CUBE",,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i4,1e9014296e0b4001,Savaya,SOUTHERN TRIBE,DJ Performance,,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i5,1e9014296e0b4001,Savaya,LAOLU,DJ Performance,,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i6,1e9014296e0b4001,Savaya,MAESIC,"DJ Performance, PEOPLE OF THE SUN (SUNSET SET)",,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i7,1e9014296e0b4001,Savaya,LAST LIGHT,"DJ Performance, SUNSET SET FROM THE CUBE",,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i8,1e9014296e0b4001,Savaya,MARTEN LOU,DJ Performance,,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i9,1e9014296e0b4001,Savaya,TOPIC,"DJ Performance, PEOPLE OF THE SUN (SUNSET SET)",,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i10,1e9014296e0b4001,Savaya,LAST LIGHT,"DJ Performance, SUNSET SET FROM THE CUBE",,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i11,1e9014296e0b4001,Savaya,TECHNO AND CHILL,DJ Performance,,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i12,1e9014296e0b4001,Savaya,FULL MOON,DJ Performance,,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i13,1e9014296e0b4001,Savaya,STEPHAN BODZIN,DJ Performance,,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i14,1e9014296e0b4001,Savaya,THE MARTINEZ BROTHERS,DJ Performance,,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i15,1e9014296e0b4001,Savaya,LAST LIGHT,"DJ Performance, SUNSET SET FROM THE CUBE",,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i16,1e9014296e0b4001,Savaya,"NYE - Carl Cox, Nic Fanciulli & Prospa",New Year's Eve Event,,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i17,1e9014296e0b4001,Savaya,SPECIAL GUEST,NYE WEEK (PRE-REG),,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i18,1e9014296e0b4001,Savaya,DJ HABIBEATS,DJ Performance,,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i19,1e9014296e0b4001,Savaya,JOSEPH CAPRIATI,DJ Performance,,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i20,1e9014296e0b4001,Savaya,DEFECTED,DJ Performance,,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i21,1e9014296e0b4001,Savaya,MIND AGAINST,DJ Performance,,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i22,1e9014296e0b4001,Savaya,CAMELPHAT,DJ Performance,,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i23,1e9014296e0b4001,Savaya,VINTAGE CULTURE,DJ Performance,,SOLD OUT,IDR,https://www.savaya.com/
1e9014296e0b4001-i24,1e9014296e0b4001,Savaya,LAST LIGHT,"DJ Performance, SUNSET SET FROM THE CUBE",,SOLD OUT,IDR,https://www.savaya.com/
