venue_id,name,area,discovery_areas,vehicle_types,address,phone,whatsapp,email,website,instagram,opening_hours,delivery_available,requires_license,deposit_note,booking_url,booking_provider,vehicle_count,priced_count,primary_source_url,evidence_count,date_crawled,publish_ready
9fddd064e45cd80f,Tara Bali Rental,Ubud,"Ubud Bali,Seminyak Bali,Uluwatu Bali",car,,,628123993317,tarabalirencar@gmail.com,https://tarabalirentcar.com,,,True,True,,,whatsapp,64,50,https://www.tarabalirentcar.com/sewa-mobil-murah-di-ubud-bali/,2,2026-08-25T08:22:04+00:00,True
ee170326afdadaa0,Merta Sedana Rental,Kuta,"Ubud Bali,Sanur Bali,Nusa Dua Bali",car,Jalan Kubu Anyar Nomer 12 Kuta Bali Indonesia,6281936121437,6281212992102,info@mertasedanarental.com,https://mertasedanarental.com,https://www.instagram.com/merta_sedana_trans/?hl=id,Online 24 Jam,True,True,Untuk DP akan di kenakan biaya Rp 100.000 sebagai tanda deal sewa mobil di Merta Sedana Rental,https://www.mertasedanarental.com/,website_form,24,24,https://www.mertasedanarental.com/sewa-mobil-di-ubud-bali/,2,2026-08-25T08:22:04+00:00,True
1a19f306d3440a30,Motordibali.com,Canggu,"Canggu Bali,Kuta Bali,Jimbaran Bali","motorbike,scooter","Jln. Sunset Road, Gang Made No 8, Seminyak, Bali - 80361",,,pakegooindonesia@gmail.com,https://motordibali.com,https://www.instagram.com/motordibali/,"Senin s/d Jumat | 08:00 - 17:00, Sabtu & Minggu | 08:00 - 16:00",True,True,No deposit required,https://www.motordibali.com/p/booking.html,website_form,17,8,https://www.motordibali.com/2017/09/rental-motor-di-sekitaran-canggu-bali.html,2,2026-08-25T08:22:04+00:00,True
5303661bda2e8371,GFS-Bike by Global Go,Canggu,"Canggu Bali,Sanur Bali,Uluwatu Bali","motorbike,scooter","Jalan Batu Bolong, Canggu",,6282313531728,gfsbikedream@gmail.com,https://gfs-bike.com,,"15 hours a day, every day",True,True,,https://gfs-bike.com/id/pesan-sekarang/,website_form,5,4,https://gfs-bike.com/id/sewa-motor-di-canggu/,2,2026-08-25T08:22:04+00:00,True
e62a63ed590181ed,momondo,"Seminyak, Kuta","Seminyak Bali,Legian Bali,Sanur Bali",car,"1A-1, Kazamar Street, Main Road, Madurai",,,,https://momondo.com,,,False,True,,https://www.momondo.com/car-rental/Seminyak-Kuta-218425-crn.ksp#,website_form,10,0,https://www.momondo.com/car-rental/Seminyak-Kuta-218425-crn.ksp,2,2026-08-25T08:22:04+00:00,True
3698e1b028de9d3c,PT SBW (Sari Bali Wangi),Seminyak,"Seminyak Bali,Uluwatu Bali,Nusa Dua Bali","car,motorbike","Jl. Jatayu No.1, Pemecutan Klod, Kec. Denpasar Barat, Kota Denpasar, Bali 80361",6281338867225,6281338867225,,https://sbwbalirental.com,https://www.instagram.com/sewamobiltermurah_bali/?igshid=NTdlMDg3MTY%3D,24 hours,True,True,"Foto KTP, Sim A, NPWP",https://www.sbwbalirental.com/sewa-mobil-di-seminyak/,website_form,24,24,https://www.sbwbalirental.com/sewa-mobil-di-seminyak/,2,2026-08-25T08:22:04+00:00,True
56424187d519e3b2,Bali4Ride,Kuta,"Kuta Bali,Sanur Bali,Nusa Dua Bali","car,scooter",,,,info@bali4ride.com,https://bali4ride.com,,,False,True,You should have an international driving permit (IDP) when driving in Bali.,https://www.bali4ride.com/rental/car/,website_form,2,0,https://www.bali4ride.com/car-rental-kuta/,1,2026-08-25T08:22:04+00:00,True
83453a4063ba9a9a,Bikago Scooter Rentals,Bali,"Ubud Bali,Canggu Bali","motorbike,scooter",,,,,https://baliholidaysecrets.com,,,True,True,,https://www.bikago.com/#offers=BHS,website_form,12,1,https://www.baliholidaysecrets.com/scooters-in-bali/,1,2026-08-25T08:22:04+00:00,True
b6717b0d3f28a4f5,Darma Putra,Ubud,Ubud Bali,"car,motorbike",,,6282236654002,darmaputrarental@gmail.com,https://motorbikerentalbali.com,,,True,True,NO SECURITY DEPOSIT,,unknown,62,62,https://www.motorbikerentalbali.com/,2,2026-08-25T08:22:04+00:00,True
c17c0b32eef1c468,Uluwatu Car Rental,Bali,Uluwatu Bali,car,,,6282145049181,,https://uluwatucarrental.com,,,False,True,,https://wa.me/6282145049181,whatsapp,10,0,https://uluwatucarrental.com/,1,2026-08-25T08:22:04+00:00,True
676afe04b4bdf76a,Vroam,Bali,Ubud Bali,"motorbike,scooter",,,,,https://ridevroam.com,,,True,True,,https://ridevroam.com/search,website_form,12,12,https://ridevroam.com/research/average-scooter-rental-price-bali,1,2026-08-25T08:22:04+00:00,True
cc325f84eaeba7d6,Ubud Scooter Rental,Ubud,Ubud Bali,"motorbike,scooter",JLN. HANOMAN NO.30A PADANG TEGAL,6281547339979,6281547339979,titiwangsaubudbalirental@gmail.com,https://ubudscooterrental.com,https://www.instagram.com/ubudscooterrentals/,6am - 9pm everyday,True,True,,https://www.ubudscooterrental.com/#pricelist,unknown,22,22,https://www.ubudscooterrental.com/,2,2026-08-25T08:22:04+00:00,True
1cc1814b6089a9ca,Soul Bikes Indonesia,Seminyak,Ubud Bali,"motorbike,other,scooter",,,6281228853301,,https://soulmotorcycles.com,,daily 09:00–20:00,True,True,,https://soulmotorcycles.com/rent/,website_form,16,16,https://soulmotorcycles.com/,2,2026-08-25T08:22:04+00:00,True
668fc3bf3c2c1a14,KKday,Taiwan,Ubud Bali,"car,motorbike,scooter,van",,,,,https://kkday.com,,,True,True,,https://www.kkday.com/en-us/product/,website_form,11,0,https://www.kkday.com/en-us/category/id-ubud/bike-rental/list?srsltid=AfmBOoovxEvvXevLcnmPyKw-linMPo41p5gZAf41xIfMZ3GPBUcKuJ2k,2,2026-08-25T08:22:04+00:00,True
b4cc7fa5dd56975e,Yoga's Bike Rental,Ubud,Ubud Bali,"motorbike,scooter",,6287760264384,6287760264384,,https://yogasbikerental.com,,,True,True,,https://www.yogasbikerental.com/#motorcycles,unknown,6,6,https://yogasbikerental.com/,2,2026-08-25T08:22:04+00:00,True
dd8aabd2433dbab0,Bali Car Finder,Bali,Ubud Bali,car,"Ubud–Mas, Jalan Cempaka 80571, Bali",,,hello@balicarfinder.com,https://balicarfinder.com,,8AM - 8PM,True,True,Pay when you get the keys,https://www.balicarfinder.com/#choose-your-car,website_form,4,4,https://www.balicarfinder.com/,2,2026-08-25T08:22:04+00:00,True
8cd88ca804cacb1f,CV Bangkoks Bali Wisata,Ubud,Ubud Bali,"car,motorbike,scooter",Hanoman Street No. 30,,,bangkokbalirentcar@gmail.com,https://balifaircar.com,,,False,True,"International Driving License is Required for foreigners, and National Driving License for Indonesia National.",,unknown,24,24,https://balifaircar.com/,2,2026-08-25T08:22:04+00:00,True
c82cd364e8e922f3,Bali Touristic,Bali,Ubud Bali,car,"Jl. Dharmawangsa No.106, Kec. Kuta Sel., Kabupaten Badung, Bali 80361",6281808995555,6281808995555,reservation@balitouristic.com,https://balitouristic.com,https://www.instagram.com/balitouristic.co/,,False,True,,https://wa.me/+6281808995555,whatsapp,7,0,https://www.balitouristic.com/bali-car-rental-prices/,1,2026-08-25T08:22:04+00:00,True
3173e2fa9e8436d8,Sewa Mobil Ubud,Ubud,Ubud Bali,"car,scooter,van",,6285943421992,6285943421992,ubudcenterbali@gmail.com,https://ubudcenter.com,https://www.instagram.com/ubudcarrental/,,True,True,No Deposit,https://api.whatsapp.com/send?phone=6285943421992&text=Hello%2C%20I%20want%20to%20arrange%20transport%20in%20Ubud,whatsapp,13,10,https://www.ubudcenter.com/sewa-mobil-ubud-bali/,2,2026-08-25T08:22:04+00:00,True
2f841f225bd5083e,Ian's Rent Car,Ubud,Ubud Bali,"car,motorbike,van",,6281952799991,6281952799991,,https://iansrentcar.com,,,False,True,,,whatsapp,2,0,https://iansrentcar.com/wisata-ke-ubud-bali/,1,2026-08-25T08:22:04+00:00,True
5303381f95d834b7,Adventures Bike Rental Bali,Bali,Canggu Bali,"car,motorbike",,,6281804307777,,https://balimotorent.com,https://www.instagram.com/dk2motobike,,True,True,,https://api.whatsapp.com/send?phone=6281804307777&text=Hi..Balimotorent.com%20...,whatsapp,63,63,https://www.balimotorent.com/,1,2026-08-25T08:22:04+00:00,True
d8b1af23f15a6ced,OnBikes,Bali,Canggu Bali,"motorbike,scooter","Jalan Raya Semat No. 1, Tibubeneng, Kuta Utara, Kabupaten Badung, Bali 80363, Indonesia",,,onbikesbali@gmail.com,https://onbikesbali.com,,08am to 10pm,True,True,minimum rental 2 days,https://onbikesbali.com/rent-motorbikes-and-scooters-in-bali-online/,website_form,20,20,https://onbikesbali.com/,2,2026-08-25T08:22:04+00:00,True
3a6ee1f4087f75de,Bike Point Bali,Kerobokan,Canggu Bali,"motorbike,scooter","Jl. Raya Semer 23x, Kerobokan, Bali",,,rent@bikepointbali.com,https://bikepointbali.com,https://instagram.com/bikepointbali,Showroom: 9:00 - 21:00; Web: 24/7,True,True,Deposit/ID requirement exactly as printed. Empty if not shown.,,unknown,4,3,https://bikepointbali.com/,2,2026-08-25T08:22:04+00:00,True
4e8dc83c861a1472,CV. Rental Motor Canggu,Canggu,Canggu Bali,"motorbike,scooter",,,6287846078090,,https://rentalmotorcanggu.com,,24 Jam,True,True,,https://wa.me/6287846078090,whatsapp,24,24,https://rentalmotorcanggu.com/,1,2026-08-25T08:22:04+00:00,True
cf5395f4ab5ada88,Canggu Scooter Rental,Canggu,Canggu Bali,"motorbike,scooter","Jln.Raya Pantai Pererenan, GG Seruni No 1",,,info@cangguscooter.com,https://cangguscooter.com,https://www.instagram.com/rentscootercanggu,,True,True,Gunakan helm dan bawa SIM C.,,unknown,8,8,https://www.cangguscooter.com/sewa-motor-bali-pilihan-tempat-sewa-motor-terbaik-di-pulau-bali/,2,2026-08-25T08:22:04+00:00,True
736d5eca801e348d,PRO.RENT.PHUKET,Thalang,Canggu Bali,"car,motorbike,scooter","10 สาคู 2, Tambon Sa Khu, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",,,,https://linktr.ee,,,True,True,,https://wa.me/66832411830?text=Hello!%20I%20came%20from%20your%20website.%0AI%20want%20to%20rent%20a%20bike%2Fcar.%0ARental%20dates%3A%0ADelivery%20location%3A%0A%0A%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%D0%A5%D0%BE%D1%87%D1%83%20%D0%B0%D1%80%D0%B5%D0%BD%D0%B4%D0%BE%D0%B2%D0%B0%D1%82%D1%8C%20%D0%B1%D0%B0%D0%B9%D0%BA%2F%D0%B0%D0%B2%D1%82%D0%BE%0A%D0%94%D0%B0%D1%82%D1%8B%20%D0%B0%D1%80%D0%B5%D0%BD%D0%B4%D1%8B%3A%0A%D0%9B%D0%BE%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%B4%D0%BB%D1%8F%20%D0%B4%D0%BE%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B8%3A,whatsapp,9,0,https://linktr.ee/bollu_garage,1,2026-08-25T08:22:04+00:00,True
4d1a48bb1cfddcbd,Echo Bali Car Rental,Bali,Canggu Bali,"car,motorbike,other,scooter","Jl. Pantai Batu Mejan No.80361, Canggu,Badung, Bali",,628123957878,info@echobalicarrental.com,https://echobalicarrental.com,https://instagram.com/bimasakti_homestay?igshid=YmMyMTA2M2Y=,,True,True,,"https://wa.me/628123957878?text=Hello%20Echo%20Bali%20Car%20Rental,%0A%0AI%20would%20like%20to%20rent%20a%20car:%0AStart%20Date:%20%0AEnd%20Date:%20%0ADelivery%20Location:%20%0ADrop%20Off%20Location:%20%0ACar%20Model:%20",whatsapp,34,21,https://www.echobalicarrental.com/,2,2026-08-25T08:22:04+00:00,True
c3097dc42e44d36c,Wahdah,Bali,Canggu Bali,car,,6285819500021,6285819500021,support@wahdah.id,https://wahdah.id,,24/7,True,True,"Yes, most car rentals require a deposit, which will be refunded after the rental period, depending on the terms and conditions.",https://www.wahdah.id/cars/bali#,website_form,32,32,https://www.wahdah.id/cars/bali,2,2026-08-25T08:22:04+00:00,True
b34001b7ab80c1e8,Bali Mutia Car Rental,Canggu,Canggu Bali,car,"Jl. Merta Ayu Gang Buntu No. 1A, Kerobokan Kelod, Seminyak, Kuta Utara, Kabupaten Badung, Bali 80237, Indonesia",,628164700568,wayan_balimutia_rental@yahoo.com,https://balimutiarental.com,,,False,True,,https://www.balimutiarental.com/,whatsapp,48,48,https://www.balimutiarental.com/sewa-mobil-di-canggu/,2,2026-08-25T08:22:04+00:00,True
e2d1e85c8171324a,BaliMotion,Bali,Seminyak Bali,"car,motorbike,scooter",,62819624412,62819624412,,https://balimotion.pro,https://www.instagram.com/balimotion.bali/,,True,True,10% prepayment required for booking,,whatsapp,16,16,https://balimotion.pro/,2,2026-08-25T08:22:04+00:00,True
acf6586108bdb029,Bali Scooter Rentals,Bali,Seminyak Bali,scooter,,,,,https://explorebaliguide.com,,,True,True,,https://balimotion.pro/,website_form,9,0,https://explorebaliguide.com/bali-scooter-rental-price-per-day-2026/,1,2026-08-25T08:22:04+00:00,True
a55207b89b8e89c2,BO. Rental Bike,,Seminyak Bali,"motorbike,scooter",,,6281237505856,,https://borentalbike.com,,,True,True,You are required to pay a deposit that has been determined based on the type of motorcycle and rental duration.,,whatsapp,17,0,https://www.borentalbike.com/,2,2026-08-25T08:22:04+00:00,True
8c2a89aa100834d8,Sewa Motor Bali,Bali,Seminyak Bali,"motorbike,scooter",,6281353645187,6281353645187,,https://sewamotorbali.co.id,,,True,True,"Menunjukkan kartu identitas, seperti KTP atau SIM.",https://www.sewamotorbali.co.id/sewa-motor-bali/,website_form,12,12,https://www.sewamotorbali.co.id/,2,2026-08-25T08:22:04+00:00,True
64d13424653bcf41,Pakegoo,"Seminyak, Kuta",Seminyak Bali,"car,motorbike,scooter","Jln. Bali Deli, Gang Made No 8-9, Seminyak, Kuta Bali",,,,https://pakegoo.com,,,True,True,,https://www.pakegoo.com/rentalxpress,website_form,18,18,https://www.pakegoo.com/,2,2026-08-25T08:22:04+00:00,True
6cacdd5091b835d8,Puri Bali Car Rental,Bali,Seminyak Bali,car,"Bali, Indonesia",6281358596061,6281358596061,,https://puribalicarrental.com,,,True,True,Melakukan deposit sebesar Rp.100.000 untuk memastikan booking valid.,https://www.puribalicarrental.com/,website_form,18,18,https://www.puribalicarrental.com/,2,2026-08-25T08:22:04+00:00,True
a76bd1cdef607916,Darmawisata Indonesia,Seminyak,Seminyak Bali,"car,van",Jl. Raya Juanda no 19 Sedati – Sidoarjo,,6281133380136,,https://darmawisataindonesia.co.id,https://www.instagram.com/darmawisata.transport/,,False,,,https://www.darmawisataindonesia.co.id/Transport,website_form,15,0,https://www.darmawisataindonesia.co.id/Agen/NewsDetail/419?title=Sewa-Mobil-Seminyak-Bali-untuk-Mobilitas-Gaya-Hidup-Modern,1,2026-08-25T08:22:04+00:00,True
06fdf71cbd96408e,BeG Motorbike Rental,Kuta,Kuta Bali,motorbike,"Kuta, Bali",6281338739690,6281338739690,,https://rentalbikeinbali.com,,08:00 - 20:00 WITA,True,True,"Original valid e-KTP / passport to be retained during the rental. Personal data form, Also send a photo of a motorbike driving license Photos of airline tickets and hotel bookings. Deposit with terms and conditions that apply",https://wa.me/6281338739690,whatsapp,48,48,https://www.rentalbikeinbali.com/,2,2026-08-25T08:22:04+00:00,True
fd5decffaccb4843,Kuta Rental Sewa Mobil di Bali,Bali,Kuta Bali,car,,,,,https://kutarental.com,,24 Jam,True,True,,https://kutarental.com/#mobil,website_form,12,12,https://kutarental.com/,1,2026-08-25T08:22:04+00:00,True
b10720fb63b24817,Eka Bali Rental,Bali,Kuta Bali,car,,6282144143136,6282144143136,,https://ekabalirental.com,,,True,True,,,whatsapp,25,25,https://ekabalirental.com/,2,2026-08-25T08:22:04+00:00,True
8866407d400250ff,Kuta Car Rental by Artha Sari Trans,Kuta,Kuta Bali,car,,,628123619167,,https://kutacarrental.com,,,False,,,https://kutacarrental.com/book-now-2/,website_form,24,24,https://kutacarrental.com/,2,2026-08-25T08:22:04+00:00,True
a020bfb09f691b7f,Global Transport,"Kuta, Bali",Kuta Bali,car,,,,,https://globaltransport.co.id,,,False,True,,https://www.globaltransport.co.id/bali/pesan-bali,website_form,13,13,https://www.globaltransport.co.id/kuta-bali/rental-mobil-kuta-bali/,1,2026-08-25T08:22:04+00:00,True
4624ec24c614afb0,Kuta Rental,Bali,Kuta Bali,car,,62816299454,62816299454,,https://kutarental.net,,24 Jam,True,True,,https://kutarental.net/sewa-mobil-manual/,website_form,8,8,https://kutarental.net/sewa-mobil-manual/,2,2026-08-25T08:22:04+00:00,True
d2fbd167e38c120b,Legian Scooters,Bali,Legian Bali,scooter,,,,,https://legianscooters.com,,,True,True,,https://legianscooters.com/bookings/,website_form,6,6,https://legianscooters.com/,2,2026-08-25T08:22:04+00:00,True
e39f2ad5e0fdddc6,Prady Rental,Kuta,Legian Bali,"car,motorbike,scooter","In Parking Motor Bike, Kuta Beach Street, In Front Of Wyndham Garden Hotel, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361",,6281916363969,info@pradyrental.com,https://pradyrental.lovable.app,,07:00 - 22:00 WITA (Every Day),True,True,,https://pradyrental.lovable.app/#booking,website_form,32,0,https://pradyrental.lovable.app/,2,2026-08-25T08:22:04+00:00,True
cc8eb5b6d7bea939,Easy Rent Bali,Legian Beach,Legian Bali,"car,van",Not specified,,,Not specified,https://qeeq.com,,Not specified,True,True,Low deposit,https://www.qeeq.com/car/search?pickup_city=1703&dropoff_city=1703&leadtime=30&driver_age=30-60&citizen_country_code=US&pickup_landmark=1195960&dropoff_landmark=1195960,website_form,12,0,https://www.qeeq.com/car/car-rental-pro/location/bali/beach/legian-beach-1195960,2,2026-08-25T08:22:04+00:00,True
904c18ad9ee1a968,Santi Bali Rental,Bali,Legian Bali,car,,,6282146320344,,https://santibalirental.com,,,True,,,,whatsapp,46,31,https://www.santibalirental.com/,2,2026-08-25T08:22:04+00:00,True
6aaf4aeb5da51510,Palugada Trans,Bali,Legian Bali,car,,628113992501,628113992501,,https://palugadatrans.co.id,,,False,True,,,unknown,3,3,https://palugadatrans.co.id/2023/11/26/sewa-mobil-di-legia/,2,2026-08-25T08:22:04+00:00,True
6c9572c4942db101,Sanur Bike Rental,Sanur,Sanur Bali,"motorbike,scooter",,,,,https://scootersanur.com,,,False,True,,https://wa.link/ch3k89,whatsapp,7,7,https://scootersanur.com/,1,2026-08-25T08:22:04+00:00,True
daa3510aab97c23f,Rent Bike Sanur,Sanur,Sanur Bali,"motorbike,scooter","Jalan Batur Sari No. 47, Sanur, Bali",6285183949280,6285183949280,,https://rentbikesanur.com,,07:30 AM – 10:00 PM,True,,No deposit required.,https://wa.me/6285183949280,whatsapp,20,20,https://rentbikesanur.com/,2,2026-08-25T08:22:04+00:00,True
97a2c09cbdc127ca,ARB Rental Motor Bali,Denpasar Sanur,Sanur Bali,"motorbike,scooter",,6285731035312,6285731035312,,https://arbrentalmotorbali.com,@sewamotorbalimurah,24 Jam,True,True,Menyerahkan e-ktp waktu serah terimah motor.,http://www.arbrentalmotorbali.com/#form,website_form,10,10,http://www.arbrentalmotorbali.com/2018/01/sewa-motor-di-denpasar-sanur.html,2,2026-08-25T08:22:04+00:00,True
9870543ef3e6a648,ANDRE sewatama,Sanur,Sanur Bali,car,"Jl. By Pass Ngurah Rai 330 (opposite SMP 9, 1km south of McDonalds), Sanur, Denpasar, Bali",,,andresewatama@gmail.com,https://andre-sewatama-bali.com,,7 a.m. to 8 p.m.,True,True,"An additional deposit of € 100,- or equivalent be left with the owner.",,unknown,9,0,http://www.andre-sewatama-bali.com/e1price.htm,1,2026-08-25T08:22:04+00:00,True
2249d6ec2bfcdbf4,Golden Bali Rental,Sanur,Sanur Bali,car,Jalan Uluwatu 2 No 100a Samping the Calma spa Jimbaran Bali,6281239752960,6281239752960,,https://goldenbalirental.com,,,False,True,,https://goldenbalirental.com/,unknown,19,19,https://goldenbalirental.com/sewa-mobil-sanur/,2,2026-08-25T08:22:04+00:00,True
ef5f68cc1cf0b8fe,Uluwatu Custom Motorbike,Uluwatu,Uluwatu Bali,"motorbike,scooter",,,,,https://uluwatucustommotorbike.com,,,True,,,,whatsapp,15,15,https://www.uluwatucustommotorbike.com/,1,2026-08-25T08:22:04+00:00,True
5ff78d40b279d0a7,Chimeng Motorbike Rental,Uluwatu,Uluwatu Bali,"motorbike,scooter","Jalan Pura Masuka 33, Ungasan, Bali",,6282247986694,,https://chimengbikerental.com,,8am - 7pm,True,True,,https://wa.me/6282247986694,whatsapp,6,6,https://www.chimengbikerental.com/,2,2026-08-25T08:22:04+00:00,True
396012e38baed606,Uluwatu Rent Car & Scooter,Uluwatu,Uluwatu Bali,scooter,"Jl. Kutilang No.39, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361",,,,https://uluwatuscooterrent.com,,,True,True,"A valid passport, we may take a photo.",https://uluwatuscooterrent.com/our-scooters/#,whatsapp,8,0,https://uluwatuscooterrent.com/,2,2026-08-25T08:22:04+00:00,True
df4e4534dc93a169,BaliCarRent,Uluwatu,Uluwatu Bali,"car,scooter",,,6281933017722,,https://balicarrent.com,https://www.instagram.com/balikutacarrental/,24 Hours Online Booking,True,True,,https://www.balicarrent.com/car-booking.htm,website_form,18,18,https://www.balicarrent.com/uluwatu.htm,2,2026-08-25T08:22:04+00:00,True
66703351800ebe22,493 Scooter Rental,Jimbaran,Jimbaran Bali,"motorbike,scooter",,,,,https://493scooterrentals.net,,,True,True,"IDR 60,000 delivery and pickup services in the Jimbaran area.",http://www.493scooterrentals.net/,website_form,7,2,https://www.493scooterrentals.net/post/sewa-motor-jimbaran-1,2,2026-08-25T08:22:04+00:00,True
3945621284d982f8,MADEVENTURE,Jimbaran,Jimbaran Bali,motorbike,"Jimbaran, Bali",6281353517474,6281353517474,info@sewamotordijimbaran.com,https://sewamotordijimbaran.com,https://www.instagram.com/madeventure_rentbike,,True,True,Menunjukkan KTP asli (untuk wisatawan domestik) atau Paspor (untuk wisatawan asing).,https://www.sewamotordijimbaran.com/,whatsapp,2,1,https://sewamotordijimbaran.com/,2,2026-08-25T08:22:04+00:00,True
