venue_id,name,normalized_name,primary_category,island,area,discovery_areas,address,latitude,longitude,location_source,phone,whatsapp,email,website,instagram,opening_hours,home_service,facilities,online_booking_available,booking_url,booking_provider,whatsapp_booking,service_count,priced_service_count,duration_service_count,primary_source_url,evidence_count,date_crawled,last_verified,status,confidence_score,marketplace_readiness,missing_fields,duplicates_merged,needs_manual_review,publish_ready,booking_ready,service_data_ready,price_data_ready,merchant_opportunity
obs-9418172cef,Ubud Traditional Spa,ubud traditional spa,day_spa,Bali,Ubud,Ubud,"Payogan Village, Ubud",,,page_text,6287761584407,6287761584407,info@ubudtraditionalspa.com,https://ubudtraditionalspa.com,,10 AM - 9 PM Everyday,,,true,https://wa.me/6287761584407,whatsapp,true,12,12,12,https://ubudtraditionalspa.com/massage-treatments,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,100,100,,0,,true,true,true,true,
obs-a392490bb4,Putri Bali Spa,putri bali spa,day_spa,Bali,Ubud,"Gianyar,Ubud",,,,,6281936318394,6318394202020,,https://putribalispa.com,https://www.instagram.com/putribali_spa/?igshid=YmMyMTA2M2Y%3D,,,,true,https://www.putribalispa.com/#sigchoice,website_form,true,31,31,31,https://www.putribalispa.com/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,85,90,"address,opening_hours",0,,true,true,true,true,
obs-7a754a01b6,Marissa Spa,marissa spa,day_spa,Bali,Canggu,"Berawa,Canggu",(Canggu),,,page_text,,,,https://lemon8-app.com,,,,,true,www.alluredayspa.com,unknown,,6,5,6,https://www.lemon8-app.com/@mandatoryjoys/7450805315559473681?region=sg,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,75,75,"phone,opening_hours",0,,true,true,true,true,
obs-36d7498e99,Therapy Day Spa,therapy day spa,spa,Bali,"Pererenan, Bali","Canggu,Pererenan",,,,,,6287862137603,,https://therapy.co.id,,,,,,,whatsapp,true,21,20,20,https://therapy.co.id/pages/spa-menu,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,65,75,"address,phone,opening_hours,booking_url",0,,true,true,true,true,true
obs-84fe1f6c5b,Spa Bali Moon,spa bali moon,spa,Bali,Seminyak,Seminyak,Jl. Pangkung Sari No. 30,,,page_text,6287863175144,6287863175144,,https://spabalimoon.com,,Open Daily: 9:00 - 23:00,true,parking,true,https://wa.me/6287863175144,whatsapp,true,28,28,25,https://spabalimoon.com/seminyak/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,100,100,,0,,true,true,true,true,
obs-4aefbf7037,Prana Spa,prana spa,wellness_spa,Bali,Bali,Seminyak,,,,,628113861761,628113861761,pranaspa@impiana.com,https://pranaspaseminyakbali.com,https://www.instagram.com/pranaspabali/?utm_source=ig_embed&ig_rid=AnWHaoCstgB4jjSyfaIqCbY,Daily 9am-9pm,,,true,https://pranaspaseminyakbali.com/booking/spabooking_web/booking.html,unknown,true,17,9,17,https://pranaspaseminyakbali.com/images/PranaSpa_Nov2024.pdf,4,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,80,85,address,1,,true,true,true,true,
obs-326eda49df,Ritual Spa Kuta,ritual spa kuta,spa,Bali,Kuta,"Candidasa,Legian","Kuta, Bali",,,page_text,,,,https://ramayanaexperience.com,,,,,true,https://ramayanaexperience.com/spa/ritual-spa-kuta/,website_form,,0,0,0,https://ramayanaexperience.com/sanctuaries-of-wellness/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,REVIEW,60,30,"phone,opening_hours,services,prices",0,true,true,,,,
obs-be77ce65f9,Mercure Bali Sanur Resort,mercure bali sanur resort,wellness_spa,Bali,Sanur,Sanur,,,,,,628113809111,,https://mercureresortsanur.com,,Daily 10 AM – 10 PM,,,true,https://www.mercureresortsanur.com/offers/early-bird-offer-book-early-save-more/,website_form,true,2,1,2,https://www.mercureresortsanur.com/offers/reflexology-treatment/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,90,95,"address,phone",0,,true,true,true,true,
obs-401d8d1df9,Zahra Spa Nusa Dua,zahra spa nusa dua,spa,Bali,Nusa Dua,Nusa Dua,,,,,,,,https://zahraspa.com,,,,,true,https://zahraspa.com/book-now/,website_form,,3,3,0,https://zahraspa.com/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,75,65,"address,phone,opening_hours",0,,true,true,true,true,
obs-b8dda5f9a8,The Spa at Hotel Nikko Bali Benoa Beach,the spa at hotel nikko bali benoa beach,wellness_spa,Bali,Benoa,Benoa,,,,,,6281212663577,,https://hotelnikkobali-benoabeach.com,,Daily 10:00-19:00,,,true,https://wa.me/6281212663577,whatsapp,true,15,15,15,https://hotelnikkobali-benoabeach.com/spa/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,90,95,"address,phone",0,,true,true,true,true,
obs-57da146754,Tunjungsari Spa,tunjungsari spa,day_spa,Bali,Benoa,Benoa,,,,,,,,https://tunjungsarispabali.com,,,,,true,https://www.tunjungsarispabali.com/reservation,website_form,,40,28,36,https://www.tunjungsarispabali.com/spa-menu,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,75,80,"address,phone,opening_hours",0,,true,true,true,true,
obs-31d06dca75,Citrine Day Spa,citrine day spa,day_spa,Bali,Ras Al Khaimah,Jimbaran,"Mövenpick Resort Al Marjan Island, Ras Al Khaimah, United Arab Emirates",,,page_text,97172460000,962798200327,citrinespa.almarjanisland@movenpick.com,https://movenpick.accor.com,,Daily 10:00 am - 10:00 pm,,"swimming_pool,spa,kids_club,meeting_rooms,garden",,,unknown,true,16,0,14,https://movenpick.accor.com/content/dam/movenpick/pdf/hotels/united_arab_emirates/al-marjan-island/aug_2024/Citrine%20Spa%20Menu%202024%20.pdf,3,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,60,55,"booking_url,prices",0,,true,,true,,
obs-4473dfe037,Bali Bliss Massage,bali bliss massage,massage,Bali,Uluwatu,Uluwatu,,,,,6281130025555,8113002555555,book@balibliss.luxury,https://baliblissmassage.com,https://www.instagram.com/baliblissmassage,,true,couples_room,true,https://www.fresha.com/book-now/bali-bliss-massage-co-f1spkgbn/all-offer?share=true&pId=2799394,unknown,true,22,22,2,https://baliblissmassage.com/spa-services,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,75,80,"address,opening_hours",0,,true,true,true,true,
obs-71f66716f9,LaiA Spa,laia spa,massage,Bali,Pecatu,"Pecatu,Ungasan","Jl. Raya Uluwatu Pecatu No.86, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",,,page_text,628113977277,3200320020320,,https://laiaspa.com,https://www.instagram.com/laiaspa.bali/,Daily 10am - 9pm,,,true,https://wa.me/628113977277?text=Hello%2C%20I%27d%20like%20to%20make%20a%20booking%20for%3A%0AName%3A%20%0AMassage%3A%20%0ADate%3A%20%0ATime%3A%20%0APreferred%20Therapist%3A%20,whatsapp,true,23,0,10,https://www.laiaspa.com/social/spa-menu,4,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,90,80,prices,0,,true,,true,,
obs-3f3f4a94de,Xin Spa Beauty Pecatu Uluwatu Bali,xin spa beauty pecatu uluwatu bali,day_spa,Bali,"Pecatu, Uluwatu",Pecatu,"Jl. Raya Uluwatu Pecatu No.999, Pecatu, Kec. Kuta Sel, Kabupaten Badung, Bali 80361",,,page_text,6282239998890,8902020202020,admin@xinspabeauty.com,https://xinspabeauty.com,https://www.instagram.com/xinspabeauty/,Everyday 10.00 am - 09:00 pm,,,true,"https://wa.me/6282339998890?text=Hello,%20I%20wanted%20to%20book%20",whatsapp,true,47,0,0,https://xinspabeauty.com/,5,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,90,65,prices,1,,true,,true,,
obs-89108a3bd7,The Ungasan,the ungasan,wellness_spa,Bali,Uluwatu,Ungasan,,,,,,6281138005722,,https://theungasan.com,https://www.instagram.com/theungasan/,Daily 9 AM - 7 PM,true,"private_room,parking",true,https://api.whatsapp.com/send/?phone=6281138005722&text&type=phone_number&app_absent=0,whatsapp,true,3,0,0,https://theungasan.com/wellness-retreat-bali,1,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,80,60,"address,phone,prices",0,,true,,true,,
obs-d6082ef322,Kapha Spa,kapha spa,day_spa,Bali,"Sidemen, Bali",Sidemen,,,,,623665437600,,,https://kaphaspa.com,,,,,true,https://kaphaspa.com/book-appointment/,unknown,,32,32,24,https://kaphaspa.com/menu,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,75,80,"address,opening_hours",0,,true,true,true,true,
obs-1f7dc98c95,Andre Bali Spa,andre bali spa,day_spa,Bali,Manggis,Candidasa,ANDRE BALI SPA IN MANGGIS,,,page_text,6236342093,6281805668242,info@andrebalispa.com,https://andrebalispa.com,,,,,true,https://www.andrebalispa.com/reservations.html,unknown,true,13,7,7,https://www.andrebalispa.com/packages.html,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,85,85,opening_hours,0,,true,true,true,true,
obs-71878e1c7f,Bloo Lagoon Spa & Wellness,bloo lagoon spa wellness,spa,Bali,Padangbai,Padangbai,"Jalan Silayukti, Padangbai",,,page_text,6236341211,6282334100300,info@bloolagoon.com,https://bloolagoon.com,https://www.instagram.com/bloolagoon_padangbai/,,,swimming_pool,,,unknown,true,23,22,22,https://bloolagoon.com/bloo-lagoon-spa-wellness,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,65,70,"opening_hours,booking_url",0,,true,true,true,true,true
obs-c3cfa8b03f,Spa at The Lovina Bali,spa at the lovina bali,spa,Bali,Lovina,Lovina,Jl. Pantai Lovina,,,page_text,623623435800,0202020202020,reservation@thelovinabali.com,https://bali.com,,,,"private_room,air_conditioner",true,https://nusaduaspa.id/,unknown,true,0,0,0,https://bali.com/places/spa-at-the-lovina-bali/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,REVIEW,60,30,"opening_hours,services,prices",0,true,true,,,,
obs-fe2164b5e6,Pala Spa,pala spa,wellness_spa,Bali,Munduk,Munduk,Munduk Highlands,,,page_text,,6282266446034,,https://umahlusa.com,,,,,true,https://www.umahlusa.com/contact-us/,website_form,true,1,0,0,https://www.umahlusa.com/pala-spa-balinese-wellness-rituals,3,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,85,60,"phone,opening_hours,prices",0,,true,,true,,
obs-c44fd25e80,Munduk Tentrem Resort,munduk tentrem resort,spa,Bali,Munduk,Munduk,,,,,6281237887877,,,https://munduktentrem.com,,,,"couples_room,open_air_spa_pavilion",true,https://book-directonline.com/properties/munduktentremdirect,unknown,,52,0,52,https://munduktentrem.com/spa/,3,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,65,60,"address,opening_hours,prices",0,,true,,true,,
obs-7de0856528,INKA Ubud Spa,inka ubud spa,day_spa,Bali,Ubud,Ubud,,,,,,6282340949955,,https://inkaubudspa.com,,,,,true,https://inkaspa.zenoti.com/webstoreNew/services,zenoti,true,4,0,0,https://inkaubudspa.com/,1,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,75,55,"address,phone,opening_hours,prices",0,,true,,true,,
obs-bb9c199175,The Samaya Ubud-Bali,the samaya ubud bali,resort_spa,Bali,Ubud,Ubud,"Banjar Baung, Desa Sayan -Ubud, Bali Indonesia 80571",,,page_text,62361973606,62811380795,infoubud@thesamayaubud.com,https://thesamaya.com,,9am to 10pm,,"couples_room,private_room,pool",true,https://thesamayaspaubudbali.com/,unknown,true,15,11,14,https://thesamaya.com/lumonata-plugins/custom-post/pdf/spa-menu-the-samaya-ubud-1751273163.pdf,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,90,90,,0,,true,true,true,true,
obs-f15b120009,Karsa Spa,karsa spa,day_spa,Bali,Ubud,Ubud,,,,,,,,https://karsaspa.com,,,,,true,https://karsaspa.com/book-appointment/,website_form,,43,43,43,https://karsaspa.com/,1,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,75,80,"address,phone,opening_hours",0,,true,true,true,true,
obs-7e44d6b756,Pendray Inn and Teahouse,pendray inn and teahouse,day_spa,Bali,Victoria,Ubud,309 Belleville St,,,page_text,,,,https://ramblynjazz.com,,,,private_room,,,unknown,,5,2,4,https://www.ramblynjazz.com/post/indulgence-in-victoria-bc-afternoon-tea-and-spa-time,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,55,60,"phone,opening_hours,booking_url",0,,true,,true,true,true
obs-1a45b6a69e,Jaens Spa Ubud,jaens spa ubud,day_spa,Bali,Ubud,Ubud,,,,,,,,https://jaensspa.com,,,,,true,https://jaensspa.com/contact/#form,website_form,,9,9,3,https://jaensspa.com/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,75,80,"address,phone,opening_hours",0,,true,true,true,true,
obs-d324f3ecd3,Sang Spa,sang spa,wellness_spa,Bali,Ubud,Ubud,"Jl. Jembawan No.13B, Ubud",,,page_text,,6281246113339,,https://sangspa.com,,Daily 09:00 - 15:00,,"couples_room,private_room",true,https://sangspa.com/#reserve,website_form,true,12,11,11,https://sangspa.com/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,100,100,phone,0,,true,true,true,true,
obs-f59cc4b683,Kaveri Spa at The Udaya,kaveri spa at the udaya,spa,Bali,Ubud,Ubud,,,,,,,,https://kaverispa.theudayaresort.com,https://www.instagram.com/kaverispa,,,,true,https://bookkaverispa.theudayaresort.com/,website_form,,6,0,0,https://kaverispa.theudayaresort.com/,1,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,65,45,"address,phone,opening_hours,prices",0,,true,,true,,
obs-086516de1e,Reflexology Ubud,reflexology ubud,wellness_spa,Bali,Ubud,Ubud,,,,,6281237210242,6281237210242,,https://reflexologyubud.com,https://www.instagram.com/reflexologyubud/,,,,true,https://reflexologyubud.com/bookings/,website_form,true,8,0,0,https://reflexologyubud.com/,3,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,75,55,"address,opening_hours,prices",1,,true,,true,,
obs-77332edd04,Goldust Spa,goldust spa,day_spa,Bali,Canggu,Canggu,,,,,,,,https://goldustspa.com,,,,"couples_room,private_room,shower,pool,jacuzzi",,,unknown,,7,1,1,https://goldustspa.com/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,45,55,"address,phone,opening_hours,booking_url",0,,true,,true,true,true
obs-70e01307a4,Alma Spa,alma spa,spa,Bali,Canggu,Canggu,"Jalan Pantai Berawa, Canggu, Bali",,,page_text,6281139405010,6281139405010,,https://almaspabali.com,https://www.instagram.com/almaspabali,,,,true,https://www.fresha.com/a/alma-spa-bali-canggu-canggu-berawa-jl-pantai-berawa-nbcqch8o?pId=2680934,fresha,true,8,0,0,https://almaspabali.com/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,85,60,"opening_hours,prices",0,,true,,true,,
obs-9a983ce874,Fajar Bali Luxury Spa,fajar bali luxury spa,day_spa,Bali,Canggu,Canggu,Jl. Pantai Batu Bolong No. 22 Banjar Canggu,,,page_text,,6281944364888,,https://fajarbalispa.com,,Open Daily 9 AM — 11 PM,,,true,https://wa.me/6281944364888?text=Hi%2C%20I%27m%20ready%20to%20relax%21%20I%27d%20like%20to%20book%20a%20treatment%20at%20Fajar%20Bali%20Spa.,whatsapp,true,34,32,0,https://fajarbalispa.com/spa-menu-luxury,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,100,85,phone,0,,true,true,true,true,
obs-cdfbf431e0,Beach House by Tonic,beach house by tonic,day_spa,Bali,Canggu,Canggu,"Jl. Padang Linjong No.86, Canggu, Bali, Indonesia",,,page_text,,,,https://beachhousebytonic.com,,Open Daily · 09:00 – 22:00,,private_room,true,https://www.beachhousebytonic.com/treatments,website_form,,60,60,60,https://www.beachhousebytonic.com/treatments,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,90,90,phone,0,,true,true,true,true,
obs-3ff7376720,Espace Spa Bali,espace spa bali,massage,Bali,Canggu,Canggu,Canggu,,,page_text,628113890442,628113890442,,https://espacespabali.com,,Daily 10am-9pm,,,true,https://espacespabali.com/booking,website_form,true,22,13,13,https://espacespabali.com/our-services/aromatherapy-therapeutic-massages,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,100,100,,0,,true,true,true,true,
obs-eae39125bf,Hati Thai,hati thai,day_spa,Bali,Canggu,Canggu,"Jl. Raya Semat, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonezja",,,page_text,6281944311212,628195105105,canggu@hatithai.id,https://hatithai.id,,tuesday-sunday 12:00 - 22:00,,,true,https://www.fresha.com/pl/a/hati-thai-holistic-spa-canggu-bali-tibubeneng-badung-regency-jalan-raya-semat-lbwcl81a,fresha,true,33,33,29,https://hatithai.id/hati-thai-canggu/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,100,100,,0,,true,true,true,true,
obs-9bb117e811,Chill Reflexology,chill reflexology,reflexology,Bali,Seminyak,Canggu,"Seminyak, Bali",,,page_text,,,,https://chillreflexologybali.com,https://www.instagram.com/p/CwW8A_IPIwD/?utm_source=ig_embed&utm_campaign=loading,Daily 10:00-18:00,,,true,https://chillreflexologybali.com/booking/spabooking/booking.html,website_form,,10,10,10,https://chillreflexologybali.com/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,90,90,phone,0,,true,true,true,true,
obs-caef9dc4b4,KOYA SPA,koya spa,wellness_spa,Bali,Canggu,Berawa,"Tegalgundul square, Jl. Pantai Berawa, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361",,,page_text,2881037957605,2881037957605,bali@koyaspa.com,https://koyaspabali.com,https://www.instagram.com/koyaspabali/,"Open daily, 9AM till 11PM",,,true,https://www.fresha.com/book-now/koya-spa-jwn2l36e/all-offer?pId=766560,fresha,true,22,22,22,http://koyaspabali.com/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,100,100,,0,,true,true,true,true,
obs-0c754d860f,Korra Spa,korra spa,day_spa,Bali,Canggu,Berawa,"Jl. Pantai Berawa No.23, Tibubeneng",,,page_text,6285211796655,,korraspa@gmail.com,https://korraspa.com,https://www.instagram.com/korraspa/,Daily 9:00 AM – 11:00 PM,,,true,https://korraspa.com/bookings/,website_form,true,18,1,10,https://korraspa.com/best-spa-treatments-bali-guide,4,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,100,100,,0,,true,true,true,true,
obs-019eb2412b,The Rustic Sun,the rustic sun,day_spa,Bali,"Berawa, Canggu",Berawa,,,,,,,,https://therusticsunbali.com,https://www.instagram.com/therusticsun/,,,,true,https://www.fresha.com/book-now/the-rustic-sun-spa-berawa-qz17pos3/all-offer?share&pId=2536211,fresha,,0,0,0,https://therusticsunbali.com/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,REVIEW,50,25,"address,phone,opening_hours,services,prices",0,true,true,,,,
obs-658f535ee7,Beautyfulspa,beautyfulspa,day_spa,Bali,"Berawa, Canggu",Berawa,"Jl. Pantai Berawa No.18X Blok A, Tibubeneng, Kuta Utara, Badung, Bali",,,page_text,6287823755412,5541220202020,,https://beautyfulspabali.com,,"Open 7 days a week, 10:00 AM to 10:00 PM",,,true,https://beautyfulspabali.com/booking,website_form,true,6,6,6,https://beautyfulspabali.com/,1,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,100,100,,0,,true,true,true,true,
obs-3394875582,Shosan Holistic Spa,shosan holistic spa,wellness_spa,Bali,Pererenan,Pererenan,"Pererenan, Bali",,,page_text,6281228698854,6281228698854,,https://shosanspa.com,https://www.instagram.com/shosan_spa/,,,,true,https://www.fresha.com/a/shosan-holistic-spa-bali-jalan-dalem-lingsir-odj8z29i,fresha,true,2,1,2,https://www.shosanspa.com/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,95,95,opening_hours,0,,true,true,true,true,
obs-c153c38aa0,Alam Wellness Bali,alam wellness bali,wellness_spa,Bali,Pererenan,Pererenan,"Pererenan, Bali",,,page_text,,,Not provided,https://alamwellnessbali.com,https://www.instagram.com/alamwellnessbali,Not provided,,"private_room,shower,sauna,pool",true,https://www.alamwellnessbali.com/the-rituals,website_form,true,9,0,1,https://www.alamwellnessbali.com/,4,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,PARTIAL,80,70,prices,0,,true,,true,,
obs-f4c979b13a,The Ark Recovery,the ark recovery,wellness_center,Bali,Pererenan,Pererenan,"Pererenan, Bali",,,page_text,6282342222578,0202020202020,,https://thearkrecovery.com,https://instagram.com/thearkrecovery,Daily 9am – 10pm,,"sun_deck,jacuzzi,garden_rest_zones",true,https://www.fresha.com/a/the-ark-social-recovery-club-bali-canggu-kuta-utara-badung-regency-gang-dharma-3-ync3k2n4?utm_source=thearkrecovery&utm_medium=website&utm_campaign=book-massage,fresha,true,7,7,1,https://thearkrecovery.com/,2,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,100,100,,0,,true,true,true,true,
obs-e3961fbf8b,Urban Oasis,urban oasis,day_spa,Bali,Pererenan,Pererenan,,,,,,,,https://urbanoasis.world,,,,,true,https://www.urbanoasis.world/#signature-treatments,website_form,,5,5,5,https://www.urbanoasis.world/,1,2026-08-25T06:22:51+00:00,2026-08-25T06:22:51+00:00,VERIFIED,75,80,"address,phone,opening_hours",0,,true,true,true,true,
