item_id,venue_id,venue_name,item_name,description,price,price_raw,currency,source
70bc6f4d9fdb7589-i16,70bc6f4d9fdb7589,Unnamed Restaurant,WATER AND SOFT DRINKS,"Coke, Sprite, Soda Water, Diet Coke/Coke Zero, Tonic Water, Balian Still Water 330ml, Balian Sparkling Water 330ml",,"30,-",IDR,https://bali.com/wp-content/uploads/2024/03/ARCADIA-LUNCH-DINNER-HALAL-MENU-SECTION.pdf
9717493ab8eb92a6-i0,9717493ab8eb92a6,Royal Cuisine Restaurant (Uttara),Buffet,Enjoy a buffet with over 110 items,,৳850,BDT,https://wanderlog.com/place/details/90097/royal-cuisine-restaurant-uttara
9717493ab8eb92a6-i1,9717493ab8eb92a6,Royal Cuisine Restaurant (Uttara),Smörgåsbord,,,,IDR,https://wanderlog.com/place/details/90097/royal-cuisine-restaurant-uttara
9717493ab8eb92a6-i2,9717493ab8eb92a6,Royal Cuisine Restaurant (Uttara),Rendang,,,,IDR,https://wanderlog.com/place/details/90097/royal-cuisine-restaurant-uttara
9717493ab8eb92a6-i3,9717493ab8eb92a6,Royal Cuisine Restaurant (Uttara),Salad bar,,,,IDR,https://wanderlog.com/place/details/90097/royal-cuisine-restaurant-uttara
9717493ab8eb92a6-i4,9717493ab8eb92a6,Royal Cuisine Restaurant (Uttara),Tomato soup,,,,IDR,https://wanderlog.com/place/details/90097/royal-cuisine-restaurant-uttara
9717493ab8eb92a6-i5,9717493ab8eb92a6,Royal Cuisine Restaurant (Uttara),Cake,,,,IDR,https://wanderlog.com/place/details/90097/royal-cuisine-restaurant-uttara
9717493ab8eb92a6-i6,9717493ab8eb92a6,Royal Cuisine Restaurant (Uttara),Pizza,,,,IDR,https://wanderlog.com/place/details/90097/royal-cuisine-restaurant-uttara
9717493ab8eb92a6-i7,9717493ab8eb92a6,Royal Cuisine Restaurant (Uttara),Seafood,,,,IDR,https://wanderlog.com/place/details/90097/royal-cuisine-restaurant-uttara
9717493ab8eb92a6-i8,9717493ab8eb92a6,Royal Cuisine Restaurant (Uttara),Fried rice,,,,IDR,https://wanderlog.com/place/details/90097/royal-cuisine-restaurant-uttara
9717493ab8eb92a6-i9,9717493ab8eb92a6,Royal Cuisine Restaurant (Uttara),Fried chicken,,,,IDR,https://wanderlog.com/place/details/90097/royal-cuisine-restaurant-uttara
428eb38b9139c97c-i0,428eb38b9139c97c,Mr. Parker's Menu,Desserts Menu,,,,IDR,https://linktr.ee/parkersmenu
428eb38b9139c97c-i1,428eb38b9139c97c,Mr. Parker's Menu,Lunch & Dinner Menu,,,,IDR,https://linktr.ee/parkersmenu
428eb38b9139c97c-i2,428eb38b9139c97c,Mr. Parker's Menu,Breakfast Menu,,,,IDR,https://linktr.ee/parkersmenu
f075d0d13b4a46b5-i0,f075d0d13b4a46b5,Melons,Vietnamese Rice Paper Roll,"Carrot, basil, coriander, white & red cabbage, peanuts & sweet chili sauce",,30,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i1,f075d0d13b4a46b5,Melons,Thai Vegetable Spring Rolls,"Glass noodles, mushroom, carrot, coriander & palm sugar, tamarind sauce",,30,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i2,f075d0d13b4a46b5,Melons,Beef Carpaccio,"Wild rocket, capers, shallots, parmesan cheese & olive oil",,75,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i3,f075d0d13b4a46b5,Melons,Salmon & Avocado Tartar,"Fresh cubed salmon with avocado and tomato, finished with a light honey-mustard dressing",,85,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i4,f075d0d13b4a46b5,Melons,Snapper Ceviche,"Fresh sliced snapper with radish, mango, and cherry tomato, served with a citrus herb dressing",,90,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i5,f075d0d13b4a46b5,Melons,Tuna Tataki,"Organic beetroot, curly carrot, wasabi mayo, balsamic beet vinaigrettes and marinated chickpea",,95,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i6,f075d0d13b4a46b5,Melons,Gado – Gado Salad,"Pan seared tofu, boiled mixed vegetables, egg, potato and peanut sauce",,55,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i7,f075d0d13b4a46b5,Melons,Thai Prawn Salad,"Mango, cashew, romaine lettuce and Thai chili dressing",,90,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i8,f075d0d13b4a46b5,Melons,Compressed Watermelon Feta Salad,"Served with cherry tomato, feta cheese, red curly lettuce, black olive & balsamic vinegar",,65,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i9,f075d0d13b4a46b5,Melons,Chicken Caesar Salad,"Avocado, cherry tomato, romaine lettuce and ciabatta croutons",,70,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i10,f075d0d13b4a46b5,Melons,Rainbow Salad,"Feta cheese, avocado, pumpkin, cherry tomato, cucumber, carrot & sesame carrot dressing",,,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i11,f075d0d13b4a46b5,Melons,Tom Yum Goong,Thai style hot & sour prawn soup,,85,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i12,f075d0d13b4a46b5,Melons,Pumpkin Soup,"Pumpkin purée, pumpkin seed, coconut milk & garlic croutons",,50,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i13,f075d0d13b4a46b5,Melons,Soto Ayam (Yellow Chicken Soup),"Chicken, egg, glass noodles, bean sprouts, potato & lime",,60,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i14,f075d0d13b4a46b5,Melons,Chicken Pesto Pasta,"Pappardelle, creamy pesto cheese & cheese bread",,110,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i15,f075d0d13b4a46b5,Melons,Spaghetti Bolognese,"Meat-based sauce, parmesan cheese & garlic bread",,120,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i16,f075d0d13b4a46b5,Melons,Spaghetti Carbonara,"Ham, egg yolk, cream & parmesan cheese",,95,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i17,f075d0d13b4a46b5,Melons,Zensõ Pizza Margherita,"Pizza base, tomato & basil, topped with mozzarella",,95,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i18,f075d0d13b4a46b5,Melons,French Fries,,,35,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i19,f075d0d13b4a46b5,Melons,Pan Seared Salmon,"Couscous, spinach, passion fruit sauce and fennel salad",,,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i20,f075d0d13b4a46b5,Melons,Sesame Crusted Tuna,"Stir-fry vegetables, rice vermicelli, ginger & lemongrass consommé",,130,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i21,f075d0d13b4a46b5,Melons,Fish and Chips,Rucola salad & tartar sauce,,105,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i22,f075d0d13b4a46b5,Melons,Chicken Kung Pao,"Steamed rice, cashew nut & sesame seed",,100,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i23,f075d0d13b4a46b5,Melons,Grilled Chicken Fillet,"Couscous, coriander, bell peppers, almond, apricot & watercress",,95,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i24,f075d0d13b4a46b5,Melons,Chicken Satay,"Steamed rice, prawn crackers & peanut sauce",,95,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i25,f075d0d13b4a46b5,Melons,Chicken Club Sandwich,"Toasted ciabatta bread with chicken, avocado, mayonnaise, fresh salad & French fries",,90,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i26,f075d0d13b4a46b5,Melons,Indonesian Chicken Curry,Steamed rice & yellow pickled vegetables,,75,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i27,f075d0d13b4a46b5,Melons,Zenso Sirloin Steak,"Potato fondant, mushroom duxelles, carrot & creamy brown sauce",,215,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i28,f075d0d13b4a46b5,Melons,Grilled Rib Eye Beef Sandwich,"Ciabatta bread, onion confit, rocket salad, grilled tomato & French fries",,160,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i29,f075d0d13b4a46b5,Melons,Beef Rendang,"Slow cooked beef with rendang paste, coconut milk, steamed rice & sautéed vegetables",,175,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i30,f075d0d13b4a46b5,Melons,Beef Burger,"Premium beef minced patty with melted mozzarella, green salad & French fries",,125,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i31,f075d0d13b4a46b5,Melons,Mie Goreng (Indonesian Fried Noodles),"Egg, prawn crackers, pickled vegetables, chicken satay & peanut sauce",,82,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i32,f075d0d13b4a46b5,Melons,Nasi Goreng (Indonesian Fried Rice),"Egg, prawn crackers, pickled vegetables, chicken satay & peanut sauce",,80,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i33,f075d0d13b4a46b5,Melons,Steamed Rice,,,13,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i34,f075d0d13b4a46b5,Melons,Gelato Chocolate & Vanilla,,,35,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i35,f075d0d13b4a46b5,Melons,Almond Panna Cotta,Strawberry compote & mango sorbet,,55,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i36,f075d0d13b4a46b5,Melons,Lemon Tart,"Vanilla gelato, crumble, strawberry coulis & orange candy",,55,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i37,f075d0d13b4a46b5,Melons,Chocolate Mousse,"Chocolate sponge, vanilla gelato & strawberry coulis",,55,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i38,f075d0d13b4a46b5,Melons,Pisang Goreng,Crispy fried banana served with palm sugar and a touch of cinnamon,,35,IDR,https://lifestyleretreats.com/wp-content/uploads/2026/01/The-Samata_Zenso_All_Day_Dining_Menu_Janury_2026.pdf
f075d0d13b4a46b5-i39,f075d0d13b4a46b5,Melons,Tapa Bistro,,,,IDR,https://lifestyleretreats.com/the-bale-nusa-dua/faces-restaurant/
f075d0d13b4a46b5-i40,f075d0d13b4a46b5,Melons,Romantic Dinner,,,,IDR,https://lifestyleretreats.com/the-bale-nusa-dua/faces-restaurant/
f075d0d13b4a46b5-i41,f075d0d13b4a46b5,Melons,Balinese Cooking Class,,,,IDR,https://lifestyleretreats.com/the-bale-nusa-dua/faces-restaurant/
3bf7fcb9454adb3f-i0,3bf7fcb9454adb3f,Sundara,Wagyu Beef Tartare,parmesan | horseradish | sourdough,,$330,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i1,3bf7fcb9454adb3f,Sundara,Coffee Wood-Smoked Salmon,potato skin | crème fraîche | hearts of palm,,$280,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i2,3bf7fcb9454adb3f,Sundara,Coconut Crab Salad,jicama | lemon basil | chilli,,$320,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i3,3bf7fcb9454adb3f,Sundara,Burrata Cheese,grilled heirloom tomato | lemon basil,,$250,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i4,3bf7fcb9454adb3f,Sundara,Caesar Salad,gem lettuce | parmesan | anchovy | bacon | croutons,,$280,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i5,3bf7fcb9454adb3f,Sundara,Coffee Wood-Smoked Salmon Bowl,baby potato | rye bread | mustard | horseradish | garden leaves | pickles | egg,,$320,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i6,3bf7fcb9454adb3f,Sundara,Grilled Tuna Niçoise,olive | haricot vert | baby potato | egg | cherry tomato | lemon dijon mustard,,$280,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i7,3bf7fcb9454adb3f,Sundara,Smoked Eggplant Salad,cashew nut cheese | sorghum | cucumber | fresh herbs | pomegranate | pine nut,,$240,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i8,3bf7fcb9454adb3f,Sundara,Smoked Short Rib Croquettes,tarragon dip,,$250,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i9,3bf7fcb9454adb3f,Sundara,Jamon Iberico Bellota 50 gr,pan con tomate | arugula,,$390,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i10,3bf7fcb9454adb3f,Sundara,Selection of Imported Cheese,bread basket | seasonal marmalade,,$600,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i11,3bf7fcb9454adb3f,Sundara,Marinated Olive,artichoke | pepper | garlic | lemon,,$150,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i12,3bf7fcb9454adb3f,Sundara,Grilled Angus Beef Burger,potato bun | gruyère | pickles | lettuce | onion | bacon | hand-cut fries,,$350,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i13,3bf7fcb9454adb3f,Sundara,Spiced Beetroot Burger,potato bun | gruyère | pickles | lettuce | onion | hand-cut fries,,$290,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i14,3bf7fcb9454adb3f,Sundara,Pata Negra Foccacia,jamon Iberico | stracciatella | arugula | parmesan | basil | tomato,,$300,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i15,3bf7fcb9454adb3f,Sundara,Eggplant Foccacia,roasted pepper | stracciatella | arugula | parmesan | basil | tomato,,$250,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i16,3bf7fcb9454adb3f,Sundara,Black Truffle Flat Bread,parmesan | parsley | mushroom,,$250,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i17,3bf7fcb9454adb3f,Sundara,Stockyard Angus Rib Eye 300 gr,béarnaise sauce | tomato salad,,"$1,100",IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i18,3bf7fcb9454adb3f,Sundara,Tokusen Wagyu Striploin 200 gr,béarnaise sauce | tomato salad,,$700,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i19,3bf7fcb9454adb3f,Sundara,Carrara Wagyu Flank Steak 200 gr,béarnaise sauce | tomato salad,,$590,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i20,3bf7fcb9454adb3f,Sundara,Charcoal-Grilled Baby Chicken,grilled pepper | roasted garlic yoghurt | dill,,$360,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i21,3bf7fcb9454adb3f,Sundara,Grilled Snapper,smoked tomato emulsion | fennel salad | caper,,$350,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i22,3bf7fcb9454adb3f,Sundara,Grilled Prawns,tomato | garlic crisp | parsley | sourdough,,$320,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i23,3bf7fcb9454adb3f,Sundara,Charred Cauliflower,parmesan | chimichurri | smoked peppers,,$290,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i24,3bf7fcb9454adb3f,Sundara,Black Truffle Tagliatelle,wild mushroom | parmesan | sourdough | arugula,,$320,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i25,3bf7fcb9454adb3f,Sundara,Satay Ayam - Indonesian Chicken Skewer,peanut sauce | pickles | fried shallot,,$280,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i26,3bf7fcb9454adb3f,Sundara,Gulai Ikan Nompek - Grilled Mahi-Mahi,yellow coconut broth | chayote | red rice,,$350,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i27,3bf7fcb9454adb3f,Sundara,Nasi Goreng Bali - Balinese Fried Rice,grilled prawn | pickles | fried egg | cracker,,$340,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i28,3bf7fcb9454adb3f,Sundara,Nasi Bakar - Grilled Rice in Banana Leaf,coconut | long bean | tempe,,$250,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i29,3bf7fcb9454adb3f,Sundara,Black Truffle Pizza,crème fraîche | onion | house-smoked bacon,,$290,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i30,3bf7fcb9454adb3f,Sundara,Jamon Iberico Pizza,tomato sauce | mozzarella | arugula | cherry tomato | parmesan,,$300,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i31,3bf7fcb9454adb3f,Sundara,Frutti Di Mare Pizza,prawn | snapper | calamari | mussels,,$250,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i32,3bf7fcb9454adb3f,Sundara,Fourme d'Ambert Pizza,blue cheese | pear | walnut | honey | arugula,,$250,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i33,3bf7fcb9454adb3f,Sundara,Margherita Pizza,tomato sauce | mozzarella | basil | parmesan,,$210,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i34,3bf7fcb9454adb3f,Sundara,"Australian Black Angus Tomahawk 1,300 gr",hand-cut chips | garden salad | béarnaise sauce | chimichurri | mustard | lemon,,"$2,500",IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i35,3bf7fcb9454adb3f,Sundara,Coffee Wood-Smoked Whole Chicken 600 gr,grilled leeks | smoked paprika | coriander,,$700,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i36,3bf7fcb9454adb3f,Sundara,Jimbaran Style Whole Snapper 800 gr,sambal matah | water spinach | lemon basil | lemo lime,,$800,IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i37,3bf7fcb9454adb3f,Sundara,Grilled Lobster 900 gr,lobster butter | crispy garlic | fresh herbs,,"$1,500",IDR,https://www.sundarabali.com/menus/
3bf7fcb9454adb3f-i38,3bf7fcb9454adb3f,Sundara,Grilled Butternut Pumpkin,yoghurt | pickle red onion | picada sauce,,$150,IDR,https://www.sundarabali.com/menus/
